ngay,ngay_thu,dacbiet,giainhat,giainhi_0,giainhi_1,giaiba_0,giaiba_1,giaiba_2,giaiba_3,giaiba_4,giaiba_5,giaitu_0,giaitu_1,giaitu_2,giaitu_3,giainam_0,giainam_1,giainam_2,giainam_3,giainam_4,giainam_5,giaisau_0,giaisau_1,giaisau_2,giaibay_0,giaibay_1,giaibay_2,giaibay_3
20020630,0,69398,01784,32841,24213,38271,52086,83168,30470,64471,9353,9353,5980,3512, ,2584,5571,0174,1030, , ,395,648,131,23,88,05,64
20020701,1,46302,52773,48568,46210,32409,79053,80972,94741,25743,9825,9825,2880,4666, ,1152,6354,7587,5602, , ,265,065,618,44,61,02,28
20020702,2,26550,87981,11911,13065,32005,55830,25074,11349,94419,5372,5372,6886,0432, ,7863,6351,9353,0520, , ,954,418,019,17,38,43,83
20020703,3,35710,00248,22355,16188,96776,61908,61384,50555,11654,7782,7782,0187,7449, ,7816,3882,6700,0061, , ,247,074,930,62,68,74,05
20020704,4,68410,54286,00176,76685,76832,13274,42386,08811,06454,5918,5918,6124,8161, ,0516,2720,1122,8233, , ,202,392,460,06,48,26,68
20020705,5,80838, , , , , , , , , , , , , , , , , , , , , , , , , , 
20020706,6,65097,46455,42359,39698,16854,96884,31081,92316,24884,2260,2260,3994,1870, ,7421,9969,2987,2749, , ,392,281,033,52,93,21,77
20020707,0,40033,68051,39723,44047,12110,78087,88333,88125,13107,2585,2585,2597,6166, ,3850,3198,1688,2308, , ,024,336,447,06,07,98,21
20020708,1,48409,94151,62315,89037,38913,98740,49301,15577,16158,3813,3813,6301,2380, ,0851,1564,7625,7297, , ,046,781,555,90,73,88,77
20020709,2,41144,87203,01217,78158,84014,91942,51855,03238,99090,9586,9586,6392,0089, ,0171,8072,4409,0188, , ,543,792,246,23,29,59,42
20020710,3,59414,36474,51479,97544,35791,67147,15772,65568,15111,3145,3145,5202,5860, ,6479,0762,4925,0105, , ,778,503,110,73,83,41,14
20020711,4,14745,34823,27244,57384,75446,38986,66254,04590,76783,7063,7063,0397,9856, ,2123,7274,2344,0398, , ,024,243,401,43,49,91,47
20020712,5,82278,82786,70006,22880,25942,63215,59754,38646,25015,4147,4147,3985,8751, ,5030,6822,0806,6745, , ,372,547,406,94,49,96,51
20020713,6,48483,42212,92891,05242,74451,29398,29103,12305,04356,5753,5753,3606,4014, ,5519,3569,0522,9032, , ,868,952,510,97,57,49,36
20020714,0,13865,27189,39409,51096,66866,74726,51797,23620,62879,6821,6821,6780,4993, ,1314,2737,1013,6868, , ,817,777,880,78,85,21,57
20020715,1,86045,66854,13193,68618,76434,99195,32429,93820,33883,5473,5473,6711,9685, ,8636,8627,5090,0669, , ,478,574,509,48,47,37,73
20020716,2,57679,98269,40676,61067,52959,62653,22796,12783,85315,4286,4286,5800,6964, ,5829,8764,2720,5934, , ,724,414,282,25,85,49,91
20020717,3,13715,69774,08101,37964,27627,21451,80396,99529,10907,6486,6486,7691,7773, ,2960,1039,9570,9408, , ,960,546,409,33,17,46,69
20020718,4,32321,08329,29143,97457,98468,76627,47708,65131,14811,7108,7108,3923,8431, ,8561,3939,5969,9350, , ,474,742,748,58,06,51,20
20020719,5,39164,09068,11219,98102,21963,03929,17192,10850,17300,1818,1818,2490,5946, ,5071,1765,7746,2665, , ,589,398,274,94,66,32,59
20020720,6,63873,04091,22464,76000,04492,83140,08802,12007,15113,1973,1973,2603,4857, ,7063,3660,3137,3035, , ,683,941,665,10,42,27,01
20020721,0,10631,59503,91431,43339,76142,25859,08201,66835,35333,5917,5917,5438,7580, ,0313,8357,7993,8090, , ,031,483,241,60,53,42,41
20020722,1,11457,80458,59046,28647,28491,24846,07998,14014,97569,3584,3584,2323,2441, ,8151,4199,4024,4406, , ,929,212,325,27,16,77,48
20020723,2,57240, , , , , , , , , , , , , , , , , , , , , , , , , , 
20020724,3,61681,93525,00661,77216,61889,70935,71230,94584,75378,8200,8200,9140,7057, ,1632,8664,5093,4932, , ,863,770,662,76,07,94,04
20020725,4,50994,58982,49345,95158,62647,58600,06316,51783,54045,9588,9588,7902,9930, ,7112,8171,2783,6822, , ,007,834,975,45,40,08,28
20020726,5,92998,74292,19455,42010,90180,27954,67463,51050,50764,6241,6241,7885,4134, ,2532,7287,3079,7983, , ,499,937,012,50,73,52,20
20020727,6,93347,61835,23868,73925,20853,11009,51796,43764,36848,2894,2894,4351,9822, ,8493,2240,8084,1515, , ,583,573,835,54,40,58,86
20020728,0,37739,10358,13784,32542,40493,54027,75865,68712,94520,7858,7858,7635,9252, ,3857,4411,0699,1586, , ,557,969,750,29,82,92,20
20020729,1,88254,05280,14509,78273,58363,30034,62632,86620,18781,2656,2656,9708,8798, ,9143,9668,3904,6405, , ,859,226,223,25,58,66,30
20020730,2,77561,15897,90770,16362,66177,94252,60680,66694,67661,9797,9797,1144,2871, ,5688,7483,9294,4462, , ,376,445,604,73,86,64,13
20020731,3,54099,20908,41405,76963,48080,40420,91413,87619,82237,6957,6957,2270,7284, ,1883,1168,7331,6964, , ,818,496,324,67,84,79,27
20020801,4,22116,32380,65961,59691,00108,83231,71324,66004,68170,7007,7007,8862,2547, ,5927,1477,1668,2944, , ,636,629,378,66,32,85,07
20020802,5,43201,17300,89147,38784,43089,14366,66254,12964,60988,7405,7405,7613,7329, ,0379,6209,1442,6957, , ,686,490,660,40,81,56,93
20020803,6,12631,82717,58664,00103,42751,47136,78713,62790,76120,8516,8516,5753,4231, ,5984,4579,2011,7271, , ,421,479,976,17,58,89,30
20020804,0,79188,85861,19276,41786,69254,27858,38135,77657,81772,1232,1232,3908,8223, ,8309,4145,9937,0899, , ,810,234,425,90,21,36,30
20020805,1,06255,39039,70832,69215,74837,15030,69775,98801,28322,8806,8806,4980,3753, ,4183,3839,8884,4284, , ,452,268,018,90,81,33,23
20020806,2,41343,12987,63337,29394,34643,66462,95301,39054,18213,0398,0398,8149,3319, ,7390,8724,2068,7548, , ,176,567,026,28,32,27,55
20020807,3,73811,07930,58410,46616,71721,89465,92052,87005,53777,1483,1483,6808,1976, ,4766,4943,0239,3898, , ,826,202,162,79,59,49,69
20020808,4,92040,04080,32359,85885,86859,93670,33489,33578,21739,8923,8923,7553,8374, ,4154,1106,7093,6226, , ,364,488,775,40,54,18,68
20020809,5,75266,06384,56896,73357,37457,88604,78469,24899,70125,3239,3239,7054,5203, ,2146,6101,7731,3874, , ,153,805,506,99,96,29,70
20020810,6,26798,39463,67403,29166,05018,04210,76848,86007,32436,8185,8185,6971,9771, ,5043,0010,6408,5754, , ,652,614,454,83,26,38,07
20020811,0,29548,29505,84611,18401,86171,00185,86047,65986,42982,7625,7625,8837,3598, ,3280,4329,4780,8178, , ,653,386,546,28,20,16,35
20020812,1,01826,81370,17395,84817,74551,33851,65635,29243,88851,9507,9507,9621,9352, ,4170,9213,8030,0547, , ,412,518,911,91,84,16,39
20020813,2,84114,64922,76179,10344,23341,76890,91887,35793,49674,6752,6752,7512,6816, ,5585,7384,3242,9399, , ,283,292,461,06,51,47,98
20020814,3,50539,82622,29699,92410,21325,51025,73479,61596,01505,7170,7170,0806,9754, ,5307,0692,1075,1865, , ,728,423,061,33,41,14,96
20020815,4,40498,77653,73288,82118,82998,42307,08401,85489,83293,1570,1570,5010,1102, ,9308,8571,9219,2411, , ,147,671,022,91,48,43,51
20020816,5,06720,67108,06419,14530,03695,30928,02504,06501,18527,6910,6910,9752,5979, ,0370,2957,0415,8758, , ,742,331,483,74,56,43,86
20020817,6,32673,35455,54637,06148,76257,78983,97048,83266,15404,6385,6385,2195,1962, ,8993,5750,0784,8034, , ,226,381,539,33,49,95,44
20020818,0,99380,03877,38402,97750,22355,16707,03579,51692,19869,5299,5299,2289,9267, ,7881,0595,5042,9827, , ,110,199,546,63,82,02,11
20020819,1,15717,43781,60793,47125,81650,76022,59819,97908,81765,2002,2002,7983,3113, ,8546,0164,7203,0721, , ,077,683,389,24,13,73,51
20020820,2,57924,39303,20750,07271,36634,48443,03972,62436,59432,4877,4877,1951,9206, ,5941,8443,2273,8898, , ,158,661,042,63,42,23,30
20020821,3,24755,46626,67155,12161,90924,89214,64817,38196,87765,1699,1699,1255,2285, ,9256,3178,9209,4904, , ,059,469,606,31,48,59,94
20020822,4,68472,35525,82593,30826,74107,82031,55197,08908,75702,5138,5138,7628,3786, ,6679,8105,4854,4862, , ,089,479,663,30,20,08,14
20020823,5,04417,16646,26727,47797,95697,92720,03661,45959,65230,0932,0932,6080,2984, ,4243,1610,3726,0817, , ,132,878,252,23,22,51,91
20020824,6,21407,14968,71950,68976,52841,49603,76551,99703,86633,2767,2767,7555,4545, ,6570,8139,1249,3044, , ,196,797,011,50,28,62,15
20020825,0,37879,59503,18743,12388,29958,00488,71086,41235,17217,3264,3264,5562,8432, ,1691,1739,7252,9202, , ,432,448,572,23,09,13,60
20020826,1,68343,08689,89962,08423,76459,84358,72676,57600,60742,7691,7691,3178,2635, ,1137,5700,0884,9652, , ,258,543,101,67,27,32,70
20020827,2,32141,33568,44102,60399,11901,41081,49971,23501,47731,9573,9573,5627,4081, ,6838,3954,4591,4621, , ,998,781,677,17,71,75,65
20020828,3,42857,75165,37023,69263,78114,76725,41244,33176,30727,3602,3602,5398,6692, ,1295,9191,0379,7067, , ,063,194,614,00,65,80,90
20020829,4,50945,10714,55458,58079,60321,31868,37886,48492,10613,7028,7028,2540,4823, ,3413,6533,1346,1064, , ,277,809,093,59,33,50,56
20020830,5,17434,41448,55711,68603,17311,30403,16020,96981,61737,2719,2719,1974,4877, ,6426,4763,1072,1423, , ,561,028,172,13,96,30,92
20020831,6,07601,23554,33150,08491,48938,13424,23934,83325,49895,6785,6785,0119,9279, ,2040,0838,2366,7494, , ,315,179,602,30,91,32,65
20020901,0,89807,90820,08441,70710,74143,81505,93439,31302,42325,2361,2361,7645,6011, ,6837,7379,0049,3180, , ,002,703,706,35,45,07,23
20020902,1,38809,27461,22226,11983,14628,86448,68103,58187,48669,6892,6892,9039,0996, ,0205,6222,7776,2051, , ,752,466,126,44,23,50,09
20020903,2,50604,91131,18436,38111,37225,95779,80459,00179,32700,0206,0206,2699,1762, ,3583,1181,1589,7850, , ,708,188,678,10,93,01,41
20020904,3,42991,02533,97715,03149,14308,57326,25169,89769,96563,8161,8161,0458,7827, ,6896,8482,2751,1672, , ,937,161,677,03,34,69,98
20020905,4,73098,73544,84568,19721,26417,76827,83388,79462,20903,5913,5913,6607,9010, ,8116,8546,6449,4692, , ,712,618,277,30,46,77,68
20020906,5,86653,02146,10430,19082,73520,16889,73842,13378,19354,1768,1768,5006,7992, ,9006,7647,4501,9321, , ,757,703,426,46,37,95,74
20020907,6,64727,68774,89116,50157,16386,59116,29406,58319,94661,3486,3486,7229,9737, ,0866,5628,6716,9305, , ,270,958,927,46,60,92,38
20020908,0,38614,86028,96136,41942,28210,37170,54197,97766,56860,4076,4076,0908,7674, ,6802,2907,7481,6697, , ,773,956,559,43,95,10,20
20020909,1,00702,79310,12187,51259,46827,89817,19048,80670,96017,4054,4054,9094,2053, ,9978,6290,9859,8817, , ,542,309,557,30,98,32,67
20020910,2,97159,22569,99842,38580,73028,67861,71350,87853,54904,0512,0512,2930,4681, ,1290,9333,4805,9997, , ,817,541,746,15,76,04,91
20020911,3,19507,04655,57442,95843,01702,09548,83397,77363,44766,3158,3158,0267,9315, ,2798,6394,2785,2691, , ,990,514,082,31,02,76,27
20020912,4,50097,86739,84692,45068,02185,41294,91208,67138,64331,0894,0894,3588,2847, ,4161,3304,2770,3657, , ,978,259,795,89,60,45,97
20020913,5,68681,53868,21738,82867,99151,11683,91938,48644,25654,6116,6116,1624,3512, ,6928,3562,4584,4127, , ,799,210,224,73,19,54,01
20020914,6,11263,51942,71449,92651,11936,12940,50524,66571,99556,7489,7489,8629,9850, ,2740,1618,4312,4365, , ,038,032,780,52,74,20,42
20020915,0,49006,35025,88938,03126,89724,28638,91212,23675,15031,0660,0660,3365,4333, ,7194,6631,6175,9473, , ,201,488,769,77,28,40,17
20020916,1,18737,23507,06277,66691,18557,38587,64481,67571,35354,1116,1116,4737,6990, ,9400,4407,0156,7726, , ,703,557,263,15,00,91,74
20020917,2,78183,08155,49776,45527,48738,19723,44958,58391,27883,4386,4386,9050,4178, ,1571,2808,5190,3471, , ,829,183,305,74,16,78,00
20020918,3,68010,07196,77014,37247,85763,86375,35790,86187,99468,6170,6170,3908,3035, ,3411,1243,1164,6889, , ,552,392,327,14,43,72,07
20020919,4,76141,14972,50729,47155,58474,91872,72319,71810,51366,6196,6196,3092,4857, ,4647,7453,0447,7148, , ,514,767,753,64,83,85,22
20020920,5,83111,30214,62299,24811,66571,91352,67853,05742,35511,5070,5070,5381,5792, ,4535,0346,2076,3454, , ,484,663,623,05,63,51,84
20020921,6,12914,37626,47979,38635,16481,93256,58878,13553,64372,5253,5253,4613,6285, ,3312,1284,2875,9083, , ,659,351,512,15,92,64,19
20020922,0,45683,94708,93766,73720,46436,78075,25277,30866,23440,3760,3760,4984,9750, ,1294,2790,0696,9151, , ,611,454,001,24,01,30,73
20020923,1,50473,66069,56239,14257,55360,27909,61087,49602,83712,3478,3478,6370,7831, ,3921,2692,0472,7202, , ,491,136,545,67,17,72,43
20020924,2,08346,96758,58956,00267,50637,09055,71723,41142,52296,8082,8082,2374,5132, ,9880,8329,0627,6686, , ,983,909,982,50,40,02,07
20020925,3,59516,32757,33442,88307,56959,87311,87069,22707,52398,6532,6532,6076,8238, ,3162,0240,0700,0875, , ,080,850,374,45,01,38,08
20020926,4,21106,05792,95789,54476,07937,50363,73502,48700,24311,8307,8307,7119,7008, ,6931,7282,9401,0758, , ,662,021,925,82,44,64,69
20020927,5,32978,77526,95365,91400,33176,57019,40421,90897,73369,6937,6937,3323,8008, ,9737,2983,6385,1422, , ,198,702,508,38,94,62,16
20020928,6,82391,15020,70513,79946,05297,54189,61890,19885,52136,2313,2313,1847,0802, ,7431,3948,2462,3553, , ,074,905,394,16,94,40,43
20020929,0,57456,46942,20402,03836,24604,24881,50456,03283,01330,1795,1795,5890,5371, ,5664,2119,2985,6255, , ,234,941,540,10,17,08,37
20020930,1,12570,92010,55527,73571,52973,70185,57896,30203,38620,0514,0514,8608,5479, ,5151,7967,3316,3733, , ,249,608,255,15,58,55,60
20021001,2,85082,75430,43277,84442,48977,01932,71024,02532,40773,2239,2239,0906,9154, ,7844,3227,9419,1813, , ,943,664,676,34,51,62,76
20021002,3,54691,96933,37982,83381,60992,74379,71625,10604,89242,0782,0782,9218,1405, ,9871,7110,0663,4612, , ,776,437,641,64,89,45,82
20021003,4,56277,37189,52760,74955,91618,00944,23149,62163,91197,0926,0926,5074,9263, ,5701,4691,7306,5152, , ,079,703,198,47,62,53,80
20021004,5,73574,15163,09881,69307,17387,31757,03117,35313,17109,2637,2637,8487,4754, ,3195,3901,8904,8213, , ,702,758,946,17,25,88,44
20021005,6,03658,39646,24640,81657,07030,59105,23156,84718,09560,0961,0961,5029,6619, ,5196,7997,9808,0193, , ,649,179,227,97,17,37,85
20021006,0,15837,22672,51408,92538,15579,28106,33726,66019,95018,4719,4719,8311,0950, ,4694,1656,3931,0971, , ,293,911,071,49,00,52,53
20021007,1,72489,05508,92817,64511,65944,60829,36489,80985,58219,0413,0413,6752,9591, ,4348,0206,4614,7298, , ,472,266,255,98,23,46,43
20021008,2,02004,10984,11819,54907,29042,07986,63742,19997,19085,7277,7277,1226,5133, ,8981,1363,1323,8087, , ,348,819,044,16,30,76,52
20021009,3,03974,85248,81944,30451,85814,77008,99918,78426,14910,3894,3894,1085,2632, ,2165,0658,3024,7071, , ,498,193,464,44,10,00,06
20021010,4,47522,15586,88432,74246,66690,90096,34654,89212,69569,0504,0504,8959,6865, ,9790,2893,0843,8117, , ,257,504,734,39,15,01,31
20021011,5,81154,23068,39726,23872,24982,97050,38315,43354,77297,5692,5692,9887,0896, ,1284,1630,3012,1146, , ,744,464,023,67,51,29,54
20021012,6,88278,05615,77845,04279,27076,20371,38683,76415,03456,1248,1248,5125,2161, ,2905,4966,6448,2142, , ,385,601,086,48,95,89,50
20021013,0,10602,71163,51538,51608,98569,49806,80941,66922,70565,7556,7556,8972,9703, ,0978,8015,7154,5574, , ,249,657,560,65,57,98,27
20021014,1,98507,84020,22219,87529,36310,70189,07439,91886,68629,3357,3357,4065,5918, ,7338,8352,9280,0883, , ,909,229,099,78,93,08,77
20021015,2,81437,89397,97094,83519,77890,10278,79144,47278,07269,4803,4803,9991,0613, ,0421,8325,8634,3912, , ,926,830,534,19,04,62,45
20021016,3,96834,38872,22629,67994,81418,90776,80919,29896,38570,1980,1980,9799,8256, ,5969,2315,9473,2067, , ,548,490,972,77,26,29,80
20021017,4,07906,31083,09223,00555,50605,67007,05266,49109,59380,6412,6412,9875,1093, ,8786,2306,7000,3533, , ,607,300,492,53,79,74,76
20021018,5,18194,44567,78935,89570,69242,48840,65882,69107,44414,2695,2695,3121,1952, ,2263,2048,1943,7484, , ,612,961,150,59,09,37,96
20021019,6,03048,69631,43140,32004,06510,25146,72462,64099,91775,9287,9287,7572,7496, ,1456,9556,3189,2535, , ,671,790,086,90,49,75,14
20021020,0,25312,00282,72734,44073,97412,31400,57656,21721,52542,2682,2682,7574,1983, ,7796,4657,0499,2101, , ,419,001,979,22,18,16,49
20021021,1,59660,23660,98137,16742,11714,20042,40119,58229,07995,1939,1939,3497,7765, ,5448,8175,7882,5544, , ,662,653,304,79,13,49,18
20021022,2,80747,96661,90667,21629,28879,36414,56396,24963,32440,4057,4057,9197,3513, ,6793,5177,7183,7233, , ,251,239,048,47,34,40,37
20021023,3,94682,60606,20952,48802,54259,96245,24813,66332,98611,0723,0723,0380,0443, ,8971,5362,7001,6059, , ,515,424,628,18,73,14,11
20021024,4,26275,27225,67483,87562,20738,37543,55018,37681,92919,7272,7272,3513,8243, ,1599,8796,7370,9749, , ,282,649,710,40,86,49,23
20021025,5,36413,26091,09279,55457,36115,84697,31477,47176,95187,7490,7490,7096,7432, ,9126,7001,0367,0410, , ,512,118,435,88,69,39,66
20021026,6,16505,29974,79654,88686,73991,34008,79212,17165,38772,8670,8670,8929,0369, ,6214,6017,9687,3610, , ,195,795,848,58,13,35,18
20021027,0,84650,73340,42956,90821,22703,89121,17511,80088,73955,9165,9165,6435,9860, ,8266,4419,3731,8353, , ,234,150,876,36,81,92,05
20021028,1,35827,84590,99655,38728,07809,07468,62302,99687,23848,8550,8550,4525,7172, ,2432,4124,5043,7444, , ,565,205,049,01,38,86,74
20021029,2,81863,42485,68272,29154,68572,46857,38281,30204,83113,9347,9347,6329,6120, ,0036,7935,6313,3888, , ,143,678,312,43,80,68,02
20021030,3,31249,96969,31633,18713,91814,78355,92242,31381,63806,9800,9800,3029,3856, ,4346,8597,2108,0601, , ,836,106,194,47,20,57,49
20021031,4,34984,80202,37624,24674,97080,72952,41635,58351,87542,1928,1928,5628,4071, ,7726,2859,3651,9900, , ,563,532,470,57,85,49,64
20021101,5,15457,96118,08484,40785,06975,94158,31117,31174,87907,1703,1703,4318,0155, ,8782,7285,5150,4216, , ,971,737,258,69,95,29,57
20021102,6,65460,79408,61228,04968,09414,04804,95246,40055,13258,6775,6775,1534,4110, ,5796,2749,8775,7699, , ,706,852,649,57,75,30,87
20021103,0,76684,98398,57476,08330,05062,86023,59411,53991,50869,2216,2216,3846,4886, ,0300,9285,3525,3416, , ,074,828,788,10,30,41,24
20021104,1,04602,75620,47502,40522,30840,25950,20802,54793,75914,8397,8397,5580,3445, ,9902,7098,5373,8613, , ,309,510,170,43,38,98,74
20021105,2,37700,76128,22391,08352,17587,56909,09042,12284,32308,9952,9952,1466,1999, ,8738,0885,1227,3751, , ,517,054,336,37,36,10,68
20021106,3,37452,02706,90986,18731,58883,77330,99042,67878,20483,1098,1098,3318,7663, ,4660,8128,5846,7288, , ,917,997,534,85,32,56,00
20021107,4,49116,28917,87490,41527,37003,57729,57404,83359,18383,1299,1299,4518,5501, ,6351,2230,2730,3665, , ,640,493,543,57,21,79,77
20021108,5,14632,04757,94761,94738,71145,59729,99355,51538,22629,0283,0283,4726,7405, ,6917,0502,8508,2419, , ,222,382,367,33,02,31,29
20021109,6,40645,54518,50987,03434,53823,58569,75970,90018,31399,0019,0019,5350,5058, ,2233,8555,2324,9740, , ,445,967,142,13,91,50,70
20021110,0,08427,68492,76194,02815,15891,67185,92317,08698,85604,6707,6707,3316,5069, ,8329,5761,8155,1003, , ,764,097,836,35,52,96,71
20021111,1,99017,96424,70923,65545,98327,38237,39005,87337,46912,6749,6749,8958,5681, ,9386,9482,1784,1812, , ,054,282,777,70,90,18,97
20021112,2,01035,46384,96139,78887,23996,02114,12734,62814,19271,8110,8110,3843,3424, ,7635,7455,5651,1511, , ,899,898,227,16,05,38,98
20021113,3,37511,12871,83565,99517,36074,97273,02714,33227,96051,3475,3475,4786,4331, ,7073,7417,3179,1366, , ,990,478,770,53,60,36,55
20021114,4,14356,66843,45095,28838,72192,90013,24837,90324,28705,3135,3135,6576,7156, ,7058,5817,2924,9529, , ,856,187,858,65,21,90,39
20021115,5,10290,84141,77734,43692,83742,03431,21651,92870,22283,2067,2067,2645,6998, ,4318,7052,9677,1314, , ,163,081,722,86,32,29,99
20021116,6,16296,01688,84270,96283,54772,37174,92719,52175,72187,9412,9412,3564,8004, ,5204,7152,9338,7294, , ,776,495,889,32,31,99,82
20021117,0,16079,75019,73722,53891,97019,47826,99237,34926,86147,8809,8809,9353,8665, ,4398,2253,2015,5301, , ,298,112,132,07,66,11,32
20021118,1,10851,71455,36058,84848,61345,55172,80839,89215,50743,6277,6277,9449,5207, ,5663,0256,9597,8572, , ,273,954,764,03,14,37,55
20021119,2,29302,81749,12371,86701,58442,18278,91970,26380,37409,0984,0984,1205,3985, ,9915,6070,0705,2419, , ,040,522,986,54,04,79,67
20021120,3,73597,52684,62681,58187,21031,86465,50308,59276,99509,8150,8150,1694,2038, ,9736,1201,9096,3683, , ,165,125,521,80,74,95,59
20021121,4,44096,87251,89436,54837,06933,87672,45585,11969,40730,8669,8669,3586,4239, ,8040,1469,7392,3954, , ,594,432,459,90,39,47,61
20021122,5,25866,92864,16716,06826,99064,64420,80840,30982,57315,4487,4487,3212,1761, ,0686,6558,5892,8801, , ,917,529,138,17,95,03,50
20021123,6,99704,57029,88772,29052,80537,25652,35992,64199,05813,1098,1098,0025,3050, ,1111,5964,2550,9537, , ,147,306,018,30,09,91,28
20021124,0,42114,02569,81618,02592,47155,56579,19760,97977,83129,5280,5280,2207,1812, ,8929,7051,1070,1636, , ,761,652,899,94,13,21,86
20021125,1,81843,47741,14668,52135,06839,28351,99540,22770,84114,2123,2123,3212,8926, ,4843,6576,8626,1080, , ,963,822,531,38,17,73,57
20021126,2,21132,21817,91936,02854,54071,97198,69921,29462,03556,4683,4683,5100,5749, ,4532,3028,9287,0484, , ,789,782,328,13,08,65,26
20021127,3,76639,77224,66968,03589,35937,17859,02592,59568,77729,3943,3943,2821,3227, ,7569,3875,4355,9727, , ,387,223,247,64,56,48,21
20021128,4,95640,00885,89406,80691,53942,19943,02923,36777,60990,7960,7960,4849,3718, ,0396,5599,3000,3382, , ,319,642,034,88,15,09,52
