gt_0,gt_1,gt_2,gt_3,gt_4,gt_5,gt_6,gt_7,gt_8,gt_9,gt_10,gt_11,gt_12,gt_13,gt_14,gt_15,gt_16,gt_17,gt_18,gt_19,gt_20,gt_21,gt_22,gt_23,gt_24,gt_25,gt_26,gt_27,gt_28,gt_29,gt_30,gt_31,gt_32,gt_33,gt_34,gt_35,gt_36,gt_37,gt_38,gt_39,gt_40,gt_41,gt_42,gt_43,gt_44,gt_45,gt_46,gt_47,gt_48,gt_49,gt_50,gt_51,gt_52,gt_53,kq_0,kq_1,kq_2,kq_3,kq_4,kq_5,kq_6,kq_7,kq_8,kq_9,kq_10,kq_11,kq_12,kq_13,kq_14,kq_15,kq_16,kq_17,kq_18,kq_19,kq_20,kq_21,kq_22,kq_23,kq_24,kq_25,kq_26
15170,80352,44755,49811,58713,70930,25967,78606,66935,9999,9999,8869,1713,0,2748,7707,7957,6535,0,0,393,098,811,22,57,01,11,65651,61304,07892,98671,64230,90823,99037,94250,59906,2679,2679,1898,2696,0,1643,3440,4944,0593,0,0,674,399,072,87,32,53,83,07,33,49,26,43,25,62,34,74,89,89,11,82,0,07,91,54,08,0,0,76,84,60,95,26,00,01
65651,61304,07892,98671,64230,90823,99037,94250,59906,2679,2679,1898,2696,0,1643,3440,4944,0593,0,0,674,399,072,87,32,53,83,48070,42718,04059,71861,40356,28709,46642,32384,96564,7184,7184,5247,4166,0,9883,3743,9421,5798,0,0,428,805,852,87,73,82,20,75,47,63,56,77,65,04,00,10,46,46,50,83,0,89,35,39,77,0,0,44,67,74,72,23,00,11
48070,42718,04059,71861,40356,28709,46642,32384,96564,7184,7184,5247,4166,0,9883,3743,9421,5798,0,0,428,805,852,87,73,82,20,47407,81533,78949,62726,80143,74425,54662,04134,41474,8589,8589,8011,4682,0,9607,5191,8454,6208,0,0,576,684,160,95,26,00,01,13,67,38,61,29,75,73,71,26,39,39,75,57,0,77,68,82,89,0,0,12,43,89,53,25,93,04
47407,81533,78949,62726,80143,74425,54662,04134,41474,8589,8589,8011,4682,0,9607,5191,8454,6208,0,0,576,684,160,95,26,00,01,16675,90747,75963,45656,14477,18865,92004,88600,10910,8346,8346,9850,5783,0,5589,6935,4039,3077,0,0,044,767,274,72,23,00,11,99,38,29,71,86,38,91,30,99,53,53,68,26,0,20,78,81,38,0,0,22,36,75,81,53,90,48
16675,90747,75963,45656,14477,18865,92004,88600,10910,8346,8346,9850,5783,0,5589,6935,4039,3077,0,0,044,767,274,72,23,00,11,87613,12867,78738,89661,45429,85175,59073,94071,68626,0739,0739,6575,4357,0,0277,2668,9082,1289,0,0,912,043,089,53,25,93,04,54,33,30,06,43,09,76,12,02,59,59,28,73,0,68,80,03,69,0,0,06,21,69,98,73,99,83
87613,12867,78738,89661,45429,85175,59073,94071,68626,0739,0739,6575,4357,0,0277,2668,9082,1289,0,0,912,043,089,53,25,93,04,81899,77538,78429,53671,06086,04538,74191,06530,19699,9653,9653,5768,9426,0,2120,3778,1681,8238,0,0,522,336,175,81,53,90,48,94,76,89,29,96,06,72,15,84,38,38,85,10,0,14,12,89,81,0,0,70,86,63,35,44,31,27
81899,77538,78429,53671,06086,04538,74191,06530,19699,9653,9653,5768,9426,0,2120,3778,1681,8238,0,0,522,336,175,81,53,90,48,85954,36333,93030,88206,30343,58509,10376,68112,71002,4959,4959,0728,4673,0,9068,2780,4603,3969,0,0,206,721,969,98,73,99,83,97,17,75,20,40,26,06,37,42,86,86,10,02,0,50,95,87,73,0,0,44,03,61,86,13,01,56
85954,36333,93030,88206,30343,58509,10376,68112,71002,4959,4959,0728,4673,0,9068,2780,4603,3969,0,0,206,721,969,98,73,99,83,66694,57576,24389,25329,55796,54006,50372,21815,73784,2338,2338,1385,1310,0,7014,4412,3989,5181,0,0,770,986,663,35,44,31,27,25,01,93,85,33,57,44,57,71,62,62,93,96,0,56,68,52,50,0,0,79,65,59,73,07,53,76
66694,57576,24389,25329,55796,54006,50372,21815,73784,2338,2338,1385,1310,0,7014,4412,3989,5181,0,0,770,986,663,35,44,31,27,11997,00517,05075,81420,32640,87726,05906,30737,68842,5986,5986,7810,6802,0,6750,6595,6687,6973,0,0,944,903,461,86,13,01,56,80,76,47,94,86,36,24,83,69,90,90,70,81,0,96,07,68,61,0,0,02,33,42,70,36,52,38
11997,00517,05075,81420,32640,87726,05906,30737,68842,5986,5986,7810,6802,0,6750,6595,6687,6973,0,0,944,903,461,86,13,01,56,86525,44901,84593,41385,36633,21757,58844,42857,75071,6162,6162,3193,9896,0,3956,9068,2152,1350,0,0,179,765,459,73,07,53,76,63,49,90,88,91,64,39,09,84,94,94,14,57,0,19,26,59,63,0,0,08,06,62,14,81,03,96
86525,44901,84593,41385,36633,21757,58844,42857,75071,6162,6162,3193,9896,0,3956,9068,2152,1350,0,0,179,765,459,73,07,53,76,36080,10376,08147,41094,16986,14536,36224,36683,48769,4590,4590,7770,9681,0,1896,0707,6168,6961,0,0,302,133,442,70,36,52,38,92,59,18,57,72,46,59,53,42,65,65,26,37,0,17,35,24,71,0,0,89,33,91,57,77,47,48
36080,10376,08147,41094,16986,14536,36224,36683,48769,4590,4590,7770,9681,0,1896,0707,6168,6961,0,0,302,133,442,70,36,52,38,78963,55549,62590,36988,16691,28564,00139,31309,30684,9694,9694,1414,3957,0,6719,9126,4959,2163,0,0,708,206,762,14,81,03,96,14,87,63,59,38,51,26,18,18,64,64,47,09,0,66,65,13,11,0,0,95,19,69,28,18,06,05
78963,55549,62590,36988,16691,28564,00139,31309,30684,9694,9694,1414,3957,0,6719,9126,4959,2163,0,0,708,206,762,14,81,03,96,26892,85359,65918,44757,20172,47146,64259,89053,11542,2765,2765,5926,4737,0,4817,2335,0724,3271,0,0,489,133,791,57,77,47,48,92,97,65,28,83,42,59,51,15,25,25,06,78,0,38,01,89,74,0,0,98,29,80,55,26,21,77
26892,85359,65918,44757,20172,47146,64259,89053,11542,2765,2765,5926,4737,0,4817,2335,0724,3271,0,0,489,133,791,57,77,47,48,85114,05587,10763,24259,64538,50551,57726,58718,93118,1064,1064,4647,2509,0,6366,9765,7613,2611,0,0,995,119,169,28,18,06,05,05,61,10,20,10,30,19,10,96,11,11,86,85,0,89,60,01,55,0,0,66,49,97,68,23,40,59
85114,05587,10763,24259,64538,50551,57726,58718,93118,1064,1064,4647,2509,0,6366,9765,7613,2611,0,0,995,119,169,28,18,06,05,82892,87797,76965,26728,33583,21742,98059,22651,00815,4425,4425,4806,0478,0,8838,2501,1289,7774,0,0,298,329,580,55,26,21,77,23,29,28,71,47,18,94,71,22,92,92,88,99,0,25,25,98,10,0,0,60,72,80,80,75,23,85
82892,87797,76965,26728,33583,21742,98059,22651,00815,4425,4425,4806,0478,0,8838,2501,1289,7774,0,0,298,329,580,55,26,21,77,34605,06261,95610,22320,68810,75030,47719,22810,52596,0311,0311,9786,6385,0,5189,5060,8901,3755,0,0,466,449,197,68,23,40,59,75,42,90,73,06,32,77,18,07,75,75,59,09,0,63,61,67,43,0,0,33,94,64,47,78,32,58
34605,06261,95610,22320,68810,75030,47719,22810,52596,0311,0311,9786,6385,0,5189,5060,8901,3755,0,0,466,449,197,68,23,40,59,36123,41529,00528,23771,49547,70318,29294,55871,80222,6092,6092,8688,2599,0,3225,9725,8698,6210,0,0,860,772,280,80,75,23,85,31,05,56,96,20,14,26,76,65,60,60,47,06,0,59,97,63,89,0,0,08,90,57,25,45,88,13
36123,41529,00528,23771,49547,70318,29294,55871,80222,6092,6092,8688,2599,0,3225,9725,8698,6210,0,0,860,772,280,80,75,23,85,95375,84942,17790,60073,30906,32532,63477,65918,83107,5975,5975,9959,3509,0,7263,3461,7167,1843,0,0,333,694,464,47,78,32,58,92,28,42,86,64,09,67,62,83,52,52,86,14,0,69,75,73,53,0,0,36,01,17,99,03,48,93
95375,84942,17790,60073,30906,32532,63477,65918,83107,5975,5975,9959,3509,0,7263,3461,7167,1843,0,0,333,694,464,47,78,32,58,21631,51705,97856,09596,57020,95014,39226,03176,99965,2960,2960,2747,2906,0,0359,8697,5963,1989,0,0,308,290,157,25,45,88,13,22,86,74,86,11,88,92,53,25,11,11,62,54,0,99,87,86,25,0,0,94,42,61,77,32,58,73
21631,51705,97856,09596,57020,95014,39226,03176,99965,2960,2960,2747,2906,0,0359,8697,5963,1989,0,0,308,290,157,25,45,88,13,74392,91428,02542,89186,83664,32009,16367,62262,65383,0152,0152,1486,7814,0,7769,0675,4373,2753,0,0,936,201,317,99,03,48,93,52,94,02,92,69,53,58,01,18,31,31,55,66,0,57,65,63,14,0,0,99,79,53,95,14,16,90
74392,91428,02542,89186,83664,32009,16367,62262,65383,0152,0152,1486,7814,0,7769,0675,4373,2753,0,0,936,201,317,99,03,48,93,28322,71086,51674,43286,96411,11488,41292,66453,09125,2211,2211,0962,8854,0,7499,3487,7986,1925,0,0,594,042,961,77,32,58,73,59,76,31,46,15,15,24,39,87,17,17,31,61,0,65,13,50,25,0,0,91,85,54,34,57,33,01
28322,71086,51674,43286,96411,11488,41292,66453,09125,2211,2211,0962,8854,0,7499,3487,7986,1925,0,0,594,042,961,77,32,58,73,74052,05194,82102,88692,93469,17653,70758,30201,94418,6931,6931,3955,2166,0,7257,2265,8463,9914,0,0,699,179,153,95,14,16,90,34,19,93,88,20,09,98,64,42,86,86,02,20,0,60,27,58,35,0,0,45,58,43,17,61,63,20
74052,05194,82102,88692,93469,17653,70758,30201,94418,6931,6931,3955,2166,0,7257,2265,8463,9914,0,0,699,179,153,95,14,16,90,39159,37676,88331,43046,10415,17115,56724,57939,51287,3917,3917,2831,5261,0,4765,5113,5850,1425,0,0,191,385,154,34,57,33,01,41,23,86,49,22,47,88,15,83,46,46,29,51,0,45,02,06,99,0,0,30,07,68,51,18,96,26
39159,37676,88331,43046,10415,17115,56724,57939,51287,3917,3917,2831,5261,0,4765,5113,5850,1425,0,0,191,385,154,34,57,33,01,68334,07719,31293,45688,23320,96609,10698,26264,80642,6786,6786,2602,5920,0,8960,4127,9758,9235,0,0,145,958,443,17,61,63,20,42,91,06,14,12,92,70,69,61,18,18,98,37,0,39,83,55,50,0,0,96,07,89,87,35,62,00
68334,07719,31293,45688,23320,96609,10698,26264,80642,6786,6786,2602,5920,0,8960,4127,9758,9235,0,0,145,958,443,17,61,63,20,32241,18623,72986,98249,76222,16547,56688,78515,87483,7146,7146,9029,5351,0,2245,5902,6106,5099,0,0,930,107,468,51,18,96,26,09,34,37,61,53,81,66,44,75,93,93,55,87,0,00,71,87,80,0,0,05,29,46,78,31,85,02
32241,18623,72986,98249,76222,16547,56688,78515,87483,7146,7146,9029,5351,0,2245,5902,6106,5099,0,0,930,107,468,51,18,96,26,91742,64291,53806,03414,47112,71092,01170,35969,87761,4218,4218,5398,1837,0,1439,8383,0555,4850,0,0,696,007,889,87,35,62,00,00,80,42,10,81,63,45,38,26,08,08,48,02,0,64,48,68,62,0,0,84,26,38,46,14,40,58
91742,64291,53806,03414,47112,71092,01170,35969,87761,4218,4218,5398,1837,0,1439,8383,0555,4850,0,0,696,007,889,87,35,62,00,41809,06634,26637,66061,41253,26381,56866,72544,97575,9893,9893,9155,7587,0,5300,7971,2887,8980,0,0,705,229,846,78,31,85,02,56,22,24,14,38,45,47,55,18,82,82,41,68,0,49,87,71,26,0,0,38,46,68,78,87,97,22
41809,06634,26637,66061,41253,26381,56866,72544,97575,9893,9893,9155,7587,0,5300,7971,2887,8980,0,0,705,229,846,78,31,85,02,40400,49080,37242,40110,03781,91363,62845,43538,41426,0108,0108,9848,8902,0,3264,6748,4868,8662,0,0,284,526,038,46,14,40,58,14,44,25,90,72,26,17,69,17,28,28,09,27,0,99,93,87,21,0,0,28,20,17,56,70,60,10
40400,49080,37242,40110,03781,91363,62845,43538,41426,0108,0108,9848,8902,0,3264,6748,4868,8662,0,0,284,526,038,46,14,40,58,98256,84622,44024,20514,49838,25145,65447,47855,96318,8782,8782,2941,3168,0,8349,4587,5871,0426,0,0,738,146,968,78,87,97,22,24,06,78,09,17,00,09,08,25,20,20,14,56,0,77,29,91,55,0,0,98,00,27,62,33,43,69
98256,84622,44024,20514,49838,25145,65447,47855,96318,8782,8782,2941,3168,0,8349,4587,5871,0426,0,0,738,146,968,78,87,97,22,63414,76044,42925,89790,29972,94126,11417,18869,37117,6028,6028,8509,1427,0,7599,8993,5687,8321,0,0,228,220,417,56,70,60,10,84,29,77,62,30,31,32,61,42,45,45,85,57,0,63,57,80,32,0,0,35,57,03,60,54,77,52
63414,76044,42925,89790,29972,94126,11417,18869,37117,6028,6028,8509,1427,0,7599,8993,5687,8321,0,0,228,220,417,56,70,60,10,92524,85006,59478,22009,68417,19500,71909,65408,20425,2320,2320,6414,3856,0,2777,0029,3891,7055,0,0,998,800,527,62,33,43,69,00,49,73,92,20,76,37,56,50,37,37,21,79,0,75,66,67,48,0,0,37,16,39,19,02,55,18
92524,85006,59478,22009,68417,19500,71909,65408,20425,2320,2320,6414,3856,0,2777,0029,3891,7055,0,0,998,800,527,62,33,43,69,61884,17529,51577,26262,64830,70831,46732,40461,71642,3845,3845,2585,4157,0,1763,4057,2480,6132,0,0,135,257,503,60,54,77,52,65,86,98,23,57,79,08,79,93,52,52,19,26,0,37,09,50,31,0,0,28,59,94,50,21,95,70
61884,17529,51577,26262,64830,70831,46732,40461,71642,3845,3845,2585,4157,0,1763,4057,2480,6132,0,0,135,257,503,60,54,77,52,02200,08449,57773,98592,99920,70676,96737,15856,50850,0937,0937,0821,7179,0,8875,4366,2967,8848,0,0,137,016,239,19,02,55,18,99,77,36,35,08,19,76,97,10,71,71,69,87,0,27,17,01,46,0,0,20,38,15,04,61,12,46
02200,08449,57773,98592,99920,70676,96737,15856,50850,0937,0937,0821,7179,0,8875,4366,2967,8848,0,0,137,016,239,19,02,55,18,95965,87586,23098,61823,50457,64379,38208,72279,82293,8252,8252,1619,6326,0,4537,7709,2250,7931,0,0,728,059,594,50,21,95,70,49,39,75,33,78,09,38,60,38,22,22,69,27,0,37,30,36,20,0,0,26,37,90,89,86,02,97
95965,87586,23098,61823,50457,64379,38208,72279,82293,8252,8252,1619,6326,0,4537,7709,2250,7931,0,0,728,059,594,50,21,95,70,39699,00177,38836,24035,64408,54619,20076,08497,21510,4371,4371,7369,8987,0,1827,2517,3801,3146,0,0,220,938,015,04,61,12,46,44,18,70,90,81,26,42,95,55,58,58,96,20,0,97,66,59,94,0,0,24,04,84,17,66,99,68
39699,00177,38836,24035,64408,54619,20076,08497,21510,4371,4371,7369,8987,0,1827,2517,3801,3146,0,0,220,938,015,04,61,12,46,42649,32439,25475,86633,65178,80409,24238,20360,24838,5222,5222,6769,7027,0,5037,1830,4036,0020,0,0,726,037,690,89,86,02,97,50,98,81,49,24,82,35,72,80,59,59,07,57,0,77,03,75,55,0,0,62,96,85,59,95,05,85
42649,32439,25475,86633,65178,80409,24238,20360,24838,5222,5222,6769,7027,0,5037,1830,4036,0020,0,0,726,037,690,89,86,02,97,53144,43718,64170,88890,21481,95526,52142,37595,64355,7958,7958,7896,7720,0,0597,0466,3959,1294,0,0,224,904,584,17,66,99,68,88,02,27,23,89,15,09,95,68,96,96,78,47,0,77,22,01,11,0,0,52,38,53,81,30,77,55
53144,43718,64170,88890,21481,95526,52142,37595,64355,7958,7958,7896,7720,0,0597,0466,3959,1294,0,0,224,904,584,17,66,99,68,26450,87198,91381,71549,09224,96582,06835,82872,71080,8659,8659,3807,0157,0,0477,1103,6775,5055,0,0,162,196,985,59,95,05,85,06,77,14,53,21,48,08,66,29,93,93,82,33,0,45,71,70,09,0,0,04,06,22,95,87,78,16
26450,87198,91381,71549,09224,96582,06835,82872,71080,8659,8659,3807,0157,0,0477,1103,6775,5055,0,0,162,196,985,59,95,05,85,50388,77502,34527,92823,95589,88815,06109,43795,42168,4796,4796,8978,0647,0,4077,9122,8101,2311,0,0,552,438,353,81,30,77,55,70,87,34,21,56,89,35,94,98,73,73,79,46,0,81,62,81,95,0,0,34,09,71,96,88,51,03
50388,77502,34527,92823,95589,88815,06109,43795,42168,4796,4796,8978,0647,0,4077,9122,8101,2311,0,0,552,438,353,81,30,77,55,45406,59377,19114,27253,97021,14148,91508,88966,79329,2893,2893,9782,4933,0,7045,8071,3770,1609,0,0,104,206,922,95,87,78,16,15,20,05,31,39,74,44,81,51,16,16,80,48,0,79,46,99,18,0,0,25,60,23,38,44,98,22
45406,59377,19114,27253,97021,14148,91508,88966,79329,2893,2893,9782,4933,0,7045,8071,3770,1609,0,0,104,206,922,95,87,78,16,19170,62887,98634,18321,57656,74289,08335,14994,94398,4473,4473,5979,8646,0,6581,5462,0981,0695,0,0,634,309,171,96,88,51,03,03,23,23,34,75,03,80,02,63,11,11,19,01,0,64,23,19,47,0,0,22,71,62,04,91,62,77
19170,62887,98634,18321,57656,74289,08335,14994,94398,4473,4473,5979,8646,0,6581,5462,0981,0695,0,0,634,309,171,96,88,51,03,30315,44920,99905,02031,96639,49874,39244,10581,11351,0216,0216,8380,0348,0,8579,2446,0799,3818,0,0,225,760,423,38,44,98,22,75,47,06,19,75,98,89,21,78,66,66,29,48,0,28,59,32,38,0,0,87,63,22,06,23,59,65
30315,44920,99905,02031,96639,49874,39244,10581,11351,0216,0216,8380,0348,0,8579,2446,0799,3818,0,0,225,760,423,38,44,98,22,75903,25523,55323,30834,87675,58003,85280,83002,01763,3711,3711,8019,0801,0,1764,8323,7019,3947,0,0,022,971,262,04,91,62,77,41,05,54,32,32,37,10,10,06,61,61,88,01,0,92,40,56,35,0,0,17,84,78,73,60,74,17
75903,25523,55323,30834,87675,58003,85280,83002,01763,3711,3711,8019,0801,0,1764,8323,7019,3947,0,0,022,971,262,04,91,62,77,95575,40747,40206,63819,63975,54198,87189,18121,68478,0266,0266,7629,6748,0,4528,8459,9032,8638,0,0,487,663,722,06,23,59,65,27,96,55,48,65,71,67,29,54,71,71,87,99,0,89,35,75,28,0,0,03,24,47,17,84,35,63
95575,40747,40206,63819,63975,54198,87189,18121,68478,0266,0266,7629,6748,0,4528,8459,9032,8638,0,0,487,663,722,06,23,59,65,75141,51805,06254,96032,97932,84737,11310,10210,92306,0261,0261,2788,4101,0,3692,7140,8856,3435,0,0,217,784,778,73,60,74,17,09,76,80,96,24,85,47,93,09,40,40,60,97,0,74,21,17,18,0,0,71,26,96,04,40,19,56
75141,51805,06254,96032,97932,84737,11310,10210,92306,0261,0261,2788,4101,0,3692,7140,8856,3435,0,0,217,784,778,73,60,74,17,58827,16496,30555,84548,48765,40571,01067,03529,75754,0171,0171,3287,0499,0,7589,4335,8075,2328,0,0,203,324,047,17,84,35,63,30,15,63,16,81,08,68,91,79,12,12,58,06,0,25,05,88,83,0,0,60,24,88,48,04,22,53
58827,16496,30555,84548,48765,40571,01067,03529,75754,0171,0171,3287,0499,0,7589,4335,8075,2328,0,0,203,324,047,17,84,35,63,67209,23876,92280,03996,04824,11185,39547,24693,27309,7540,7540,9060,4097,0,7774,0621,5217,7918,0,0,671,026,696,04,40,19,56,21,39,04,87,20,29,00,12,58,45,45,06,85,0,91,24,77,19,0,0,23,03,71,21,70,39,79
67209,23876,92280,03996,04824,11185,39547,24693,27309,7540,7540,9060,4097,0,7774,0621,5217,7918,0,0,671,026,696,04,40,19,56,77930,93015,03763,03716,27581,92508,28168,61091,96779,6012,6012,6458,0106,0,4625,0905,2688,1183,0,0,860,324,188,48,04,22,53,44,97,20,93,98,38,89,72,58,85,85,95,43,0,36,93,58,44,0,0,51,53,22,14,36,40,91
77930,93015,03763,03716,27581,92508,28168,61091,96779,6012,6012,6458,0106,0,4625,0905,2688,1183,0,0,860,324,188,48,04,22,53,65621,31639,57104,49087,35720,70029,42300,35812,62058,7645,7645,3006,0385,0,9191,5924,9977,3219,0,0,623,803,371,21,70,39,79,26,34,09,86,26,00,58,77,21,89,89,55,46,0,46,24,03,23,0,0,27,29,25,33,36,41,74
65621,31639,57104,49087,35720,70029,42300,35812,62058,7645,7645,3006,0385,0,9191,5924,9977,3219,0,0,623,803,371,21,70,39,79,04144,38697,36320,51893,07098,21438,05489,59672,58758,7785,7785,2595,8843,0,9336,7293,3458,4544,0,0,151,353,822,14,36,40,91,55,22,51,44,99,46,57,64,41,00,00,38,58,0,52,72,43,93,0,0,49,02,88,98,07,03,34
04144,38697,36320,51893,07098,21438,05489,59672,58758,7785,7785,2595,8843,0,9336,7293,3458,4544,0,0,151,353,822,14,36,40,91,52726,44534,70909,37686,55026,82700,51158,24677,06021,1289,1289,7855,7446,0,1446,8124,5803,6323,0,0,827,529,525,33,36,41,74,28,58,30,70,51,21,38,40,73,12,12,31,17,0,10,80,55,81,0,0,35,10,84,54,57,83,56
52726,44534,70909,37686,55026,82700,51158,24677,06021,1289,1289,7855,7446,0,1446,8124,5803,6323,0,0,827,529,525,33,36,41,74,41355,42922,49651,80244,05099,64746,20757,73164,95141,5300,5300,6138,8458,0,7852,6772,5943,9593,0,0,349,102,888,98,07,03,34,10,03,36,36,92,86,32,45,61,01,01,09,69,0,67,09,49,81,0,0,31,28,89,16,63,36,97
41355,42922,49651,80244,05099,64746,20757,73164,95141,5300,5300,6138,8458,0,7852,6772,5943,9593,0,0,349,102,888,98,07,03,34,55928,56358,41630,70270,53751,95421,28938,68140,59373,7312,7312,1631,7917,0,3910,9680,9355,9281,0,0,635,310,984,54,57,83,56,64,76,76,42,09,27,28,87,74,91,91,15,40,0,45,68,90,22,0,0,05,86,71,03,76,43,75
55928,56358,41630,70270,53751,95421,28938,68140,59373,7312,7312,1631,7917,0,3910,9680,9355,9281,0,0,635,310,984,54,57,83,56,86110,97303,76636,50036,28392,58686,25332,02445,12261,3101,3101,4509,4369,0,8067,3209,8849,9481,0,0,331,928,489,16,63,36,97,40,32,20,99,28,41,93,40,98,32,32,25,25,0,15,73,62,00,0,0,99,41,21,33,87,90,08
86110,97303,76636,50036,28392,58686,25332,02445,12261,3101,3101,4509,4369,0,8067,3209,8849,9481,0,0,331,928,489,16,63,36,97,24464,00776,83476,69342,62209,26027,56228,42087,73974,4791,4791,5115,5840,0,7545,8768,0490,7522,0,0,605,986,371,03,76,43,75,96,13,14,68,81,41,82,42,91,03,03,67,38,0,38,66,33,04,0,0,44,62,52,15,60,54,58
24464,00776,83476,69342,62209,26027,56228,42087,73974,4791,4791,5115,5840,0,7545,8768,0490,7522,0,0,605,986,371,03,76,43,75,25240,09432,70620,48399,39028,52741,80193,83740,44398,7632,7632,0325,9225,0,6615,1773,2762,4200,0,0,299,241,021,33,87,90,08,97,32,69,63,54,07,85,00,57,24,24,62,09,0,37,52,10,72,0,0,38,06,89,05,20,38,32
25240,09432,70620,48399,39028,52741,80193,83740,44398,7632,7632,0325,9225,0,6615,1773,2762,4200,0,0,299,241,021,33,87,90,08,20796,09313,14614,98768,73981,73741,94682,59142,68491,6103,6103,3367,7238,0,4238,0566,8433,7104,0,0,944,362,952,15,60,54,58,57,61,57,00,03,16,10,60,88,92,92,07,13,0,30,20,76,81,0,0,28,57,97,04,47,18,17
20796,09313,14614,98768,73981,73741,94682,59142,68491,6103,6103,3367,7238,0,4238,0566,8433,7104,0,0,944,362,952,15,60,54,58,34197,70932,64369,22963,38254,87307,35185,66700,58757,5024,5024,1362,8409,0,3237,4552,4410,2172,0,0,238,506,689,05,20,38,32,30,52,44,03,34,25,39,18,43,71,71,85,16,0,05,40,06,87,0,0,46,32,08,87,27,69,83
34197,70932,64369,22963,38254,87307,35185,66700,58757,5024,5024,1362,8409,0,3237,4552,4410,2172,0,0,238,506,689,05,20,38,32,46057,04261,97057,14700,13103,75516,93010,69160,70188,6992,6992,3507,9713,0,0730,8020,5376,6681,0,0,028,757,897,04,47,18,17,10,03,30,40,86,06,59,56,57,16,16,34,74,0,57,83,56,87,0,0,20,98,21,73,47,04,95
46057,04261,97057,14700,13103,75516,93010,69160,70188,6992,6992,3507,9713,0,0730,8020,5376,6681,0,0,028,757,897,04,47,18,17,09630,21252,79944,16503,20234,79525,96839,19618,98343,7371,7371,9985,7016,0,4005,2540,4906,7987,0,0,346,932,608,87,27,69,83,21,77,69,56,59,88,75,97,92,13,13,66,84,0,41,35,74,60,0,0,97,59,04,54,94,74,47
09630,21252,79944,16503,20234,79525,96839,19618,98343,7371,7371,9985,7016,0,4005,2540,4906,7987,0,0,346,932,608,87,27,69,83,58410,65303,40430,78340,78986,30106,86959,80056,39257,9116,9116,5634,4774,0,9757,3683,5556,7887,0,0,120,698,921,73,47,04,95,61,86,21,09,55,34,71,71,40,57,57,77,54,0,07,35,04,31,0,0,89,46,57,31,85,64,94
58410,65303,40430,78340,78986,30106,86959,80056,39257,9116,9116,5634,4774,0,9757,3683,5556,7887,0,0,120,698,921,73,47,04,95,56921,99477,43069,63956,58759,90388,73875,02497,86892,8713,8713,0366,1484,0,5741,6835,1374,7060,0,0,197,659,204,54,94,74,47,89,32,17,68,14,88,88,26,96,66,66,49,36,0,13,15,54,16,0,0,79,35,72,08,33,17,92
56921,99477,43069,63956,58759,90388,73875,02497,86892,8713,8713,0366,1484,0,5741,6835,1374,7060,0,0,197,659,204,54,94,74,47,10761,73186,16421,31509,43055,15434,25271,01771,26340,0157,0157,5377,9354,0,6907,8835,0804,5031,0,0,989,846,057,31,85,64,94,96,91,69,55,88,89,69,81,07,57,57,23,07,0,70,18,77,95,0,0,46,82,15,52,32,75,04
10761,73186,16421,31509,43055,15434,25271,01771,26340,0157,0157,5377,9354,0,6907,8835,0804,5031,0,0,989,846,057,31,85,64,94,11889,90032,24317,83668,80014,27788,56688,61826,14996,2166,2166,7649,2236,0,3513,5215,5654,3416,0,0,579,035,772,08,33,17,92,80,73,63,84,91,99,84,54,93,25,25,06,38,0,12,42,79,01,0,0,64,92,82,88,68,81,58
11889,90032,24317,83668,80014,27788,56688,61826,14996,2166,2166,7649,2236,0,3513,5215,5654,3416,0,0,579,035,772,08,33,17,92,52596,21591,51569,59155,06788,73889,31169,82081,82107,5657,5657,4723,8907,0,4070,4618,7077,9095,0,0,846,682,315,52,32,75,04,55,65,22,81,51,34,44,34,71,88,88,95,15,0,26,12,44,60,0,0,13,77,00,81,57,05,49
52596,21591,51569,59155,06788,73889,31169,82081,82107,5657,5657,4723,8907,0,4070,4618,7077,9095,0,0,846,682,315,52,32,75,04,44180,09873,07563,64084,50791,60699,27984,53154,80393,9425,9425,8806,5838,0,8112,6942,4979,9101,0,0,864,992,982,88,68,81,58,49,31,66,13,26,02,61,61,75,17,17,05,19,0,70,10,77,35,0,0,21,20,28,84,99,92,60
44180,09873,07563,64084,50791,60699,27984,53154,80393,9425,9425,8806,5838,0,8112,6942,4979,9101,0,0,864,992,982,88,68,81,58,77855,57765,60922,97181,14651,41534,07644,90434,21571,9788,9788,0295,0715,0,8326,7112,6144,9360,0,0,213,877,300,81,57,05,49,16,08,07,38,65,94,04,37,12,73,73,89,40,0,39,98,21,10,0,0,16,14,62,11,81,60,14
77855,57765,60922,97181,14651,41534,07644,90434,21571,9788,9788,0295,0715,0,8326,7112,6144,9360,0,0,213,877,300,81,57,05,49,88049,69731,38366,59013,63326,54202,07861,49061,65775,2917,2917,6105,4519,0,3770,2510,6077,7735,0,0,321,920,428,84,99,92,60,45,15,17,83,76,19,62,47,36,62,62,06,34,0,74,61,08,31,0,0,19,80,99,63,29,52,82
88049,69731,38366,59013,63326,54202,07861,49061,65775,2917,2917,6105,4519,0,3770,2510,6077,7735,0,0,321,920,428,84,99,92,60,74016,01708,54807,01838,50965,36294,35304,24437,96112,0973,0973,9489,2140,0,8039,6898,8721,4910,0,0,116,614,662,11,81,60,14,21,10,50,85,03,14,03,60,53,13,13,77,23,0,85,94,04,34,0,0,90,21,57,48,84,29,94
