gt_0,gt_1,gt_2,gt_3,gt_4,gt_5,gt_6,gt_7,gt_8,gt_9,gt_10,gt_11,gt_12,gt_13,gt_14,gt_15,gt_16,gt_17,gt_18,gt_19,gt_20,gt_21,gt_22,gt_23,gt_24,gt_25,gt_26,gt_27,gt_28,gt_29,gt_30,gt_31,gt_32,gt_33,gt_34,gt_35,gt_36,gt_37,gt_38,gt_39,gt_40,gt_41,gt_42,gt_43,gt_44,gt_45,gt_46,gt_47,gt_48,gt_49,gt_50,gt_51,gt_52,gt_53,kq_0,kq_1,kq_2,kq_3,kq_4,kq_5,kq_6,kq_7,kq_8,kq_9,kq_10,kq_11,kq_12,kq_13,kq_14,kq_15,kq_16,kq_17,kq_18,kq_19,kq_20,kq_21,kq_22,kq_23,kq_24,kq_25,kq_26
89241,84871,47604,54393,47004,23271,01882,31466,86852,9072,9072,6490,6134,0265,0364,5391,1529,4748,0351,4195,823,129,286,81,34,67,78,47279,03054,24772,65995,88541,06040,01661,22669,53731,7988,7988,1320,5317,4301,7002,0452,4400,8217,7052,4518,290,384,984,08,91,59,31,95964,17672,53020,09674,22687,00028,62671,63283,53029,9039,9039,6581,0946,4286,6985,2933,7092,5634,4746,0635,065,756,664,64,65,55,10
47279,03054,24772,65995,88541,06040,01661,22669,53731,7988,7988,1320,5317,4301,7002,0452,4400,8217,7052,4518,290,384,984,08,91,59,31,71607,65767,82539,27422,15534,95529,62735,12168,74396,5125,5125,7581,6092,9236,2969,8331,2640,1562,7619,6164,195,155,702,64,98,90,30,62571,52681,88410,00447,36679,80743,73826,61349,32869,4015,4015,6387,1653,6151,3313,7691,8157,9633,0806,8700,007,501,351,87,97,00,67
71607,65767,82539,27422,15534,95529,62735,12168,74396,5125,5125,7581,6092,9236,2969,8331,2640,1562,7619,6164,195,155,702,64,98,90,30,95964,17672,53020,09674,22687,00028,62671,63283,53029,9039,9039,6581,0946,4286,6985,2933,7092,5634,4746,0635,065,756,664,64,65,55,10,34584,16876,34885,65037,44442,95464,14795,94080,18983,4979,4979,4293,2502,4395,4240,3439,3988,5912,3636,5423,729,272,278,12,25,78,70
95964,17672,53020,09674,22687,00028,62671,63283,53029,9039,9039,6581,0946,4286,6985,2933,7092,5634,4746,0635,065,756,664,64,65,55,10,62571,52681,88410,00447,36679,80743,73826,61349,32869,4015,4015,6387,1653,6151,3313,7691,8157,9633,0806,8700,007,501,351,87,97,00,67,50058,74231,21941,86583,82939,39013,37092,88395,17282,8981,8981,1328,0202,3305,5478,7814,5570,5896,3661,7253,331,013,553,24,46,30,75
62571,52681,88410,00447,36679,80743,73826,61349,32869,4015,4015,6387,1653,6151,3313,7691,8157,9633,0806,8700,007,501,351,87,97,00,67,34584,16876,34885,65037,44442,95464,14795,94080,18983,4979,4979,4293,2502,4395,4240,3439,3988,5912,3636,5423,729,272,278,12,25,78,70,46814,89075,77419,59801,73967,18578,26727,52018,62059,0079,0079,6307,2985,1948,2473,8019,2770,1154,1644,9550,043,194,981,09,26,29,18
34584,16876,34885,65037,44442,95464,14795,94080,18983,4979,4979,4293,2502,4395,4240,3439,3988,5912,3636,5423,729,272,278,12,25,78,70,50058,74231,21941,86583,82939,39013,37092,88395,17282,8981,8981,1328,0202,3305,5478,7814,5570,5896,3661,7253,331,013,553,24,46,30,75,32563,73220,64773,39975,74570,70277,90211,94402,83978,3742,3742,3501,5132,9443,4454,7639,5388,0306,8466,5297,315,071,932,24,73,35,84
50058,74231,21941,86583,82939,39013,37092,88395,17282,8981,8981,1328,0202,3305,5478,7814,5570,5896,3661,7253,331,013,553,24,46,30,75,46814,89075,77419,59801,73967,18578,26727,52018,62059,0079,0079,6307,2985,1948,2473,8019,2770,1154,1644,9550,043,194,981,09,26,29,18,09852,31458,83784,55533,01812,49603,87816,04178,09624,1071,1071,9427,9811,5866,6847,5136,2585,8724,9812,8089,851,674,705,15,41,51,00
46814,89075,77419,59801,73967,18578,26727,52018,62059,0079,0079,6307,2985,1948,2473,8019,2770,1154,1644,9550,043,194,981,09,26,29,18,32563,73220,64773,39975,74570,70277,90211,94402,83978,3742,3742,3501,5132,9443,4454,7639,5388,0306,8466,5297,315,071,932,24,73,35,84,35371,82586,21184,78704,37483,60299,34262,55601,67599,7398,7398,8204,1724,3731,1484,1006,1925,7841,4114,5238,167,661,532,75,57,41,53
32563,73220,64773,39975,74570,70277,90211,94402,83978,3742,3742,3501,5132,9443,4454,7639,5388,0306,8466,5297,315,071,932,24,73,35,84,09852,31458,83784,55533,01812,49603,87816,04178,09624,1071,1071,9427,9811,5866,6847,5136,2585,8724,9812,8089,851,674,705,15,41,51,00,95380,26915,68381,11260,42072,21854,24410,44870,51799,7017,7017,0888,1400,5021,7656,2637,1537,7332,2877,9662,143,818,753,16,28,13,55
09852,31458,83784,55533,01812,49603,87816,04178,09624,1071,1071,9427,9811,5866,6847,5136,2585,8724,9812,8089,851,674,705,15,41,51,00,35371,82586,21184,78704,37483,60299,34262,55601,67599,7398,7398,8204,1724,3731,1484,1006,1925,7841,4114,5238,167,661,532,75,57,41,53,45626,29038,70599,83207,48854,96137,55276,91021,08776,6269,6269,8385,3326,2957,3086,6165,5270,2435,6009,7586,467,687,776,07,24,40,43
35371,82586,21184,78704,37483,60299,34262,55601,67599,7398,7398,8204,1724,3731,1484,1006,1925,7841,4114,5238,167,661,532,75,57,41,53,95380,26915,68381,11260,42072,21854,24410,44870,51799,7017,7017,0888,1400,5021,7656,2637,1537,7332,2877,9662,143,818,753,16,28,13,55,12393,10428,05717,97135,56893,33270,11561,42941,06390,2217,2217,8738,8223,9814,0811,0477,7511,4915,4850,2921,758,415,177,45,22,19,43
95380,26915,68381,11260,42072,21854,24410,44870,51799,7017,7017,0888,1400,5021,7656,2637,1537,7332,2877,9662,143,818,753,16,28,13,55,45626,29038,70599,83207,48854,96137,55276,91021,08776,6269,6269,8385,3326,2957,3086,6165,5270,2435,6009,7586,467,687,776,07,24,40,43,75293,14040,87965,58695,28836,18604,86567,56619,59477,9242,9242,5538,5059,7487,1934,3703,9371,4644,6259,5044,996,860,657,30,96,75,27
45626,29038,70599,83207,48854,96137,55276,91021,08776,6269,6269,8385,3326,2957,3086,6165,5270,2435,6009,7586,467,687,776,07,24,40,43,12393,10428,05717,97135,56893,33270,11561,42941,06390,2217,2217,8738,8223,9814,0811,0477,7511,4915,4850,2921,758,415,177,45,22,19,43,00966,48867,98449,99006,44057,88446,76570,74704,17484,4203,4203,3043,8016,1205,9359,0540,5380,8795,1293,9938,029,054,664,52,46,21,54
12393,10428,05717,97135,56893,33270,11561,42941,06390,2217,2217,8738,8223,9814,0811,0477,7511,4915,4850,2921,758,415,177,45,22,19,43,75293,14040,87965,58695,28836,18604,86567,56619,59477,9242,9242,5538,5059,7487,1934,3703,9371,4644,6259,5044,996,860,657,30,96,75,27,18862,04737,91731,82807,01945,41294,28980,57082,37134,4125,4125,3380,9634,0421,6223,6157,9568,1717,4529,8755,349,697,926,99,11,42,36
75293,14040,87965,58695,28836,18604,86567,56619,59477,9242,9242,5538,5059,7487,1934,3703,9371,4644,6259,5044,996,860,657,30,96,75,27,00966,48867,98449,99006,44057,88446,76570,74704,17484,4203,4203,3043,8016,1205,9359,0540,5380,8795,1293,9938,029,054,664,52,46,21,54,38426,72406,77031,21556,32775,48748,58692,05651,46252,2935,2935,2266,8284,7630,5603,4573,4496,4722,0833,0010,655,505,993,94,58,49,30
00966,48867,98449,99006,44057,88446,76570,74704,17484,4203,4203,3043,8016,1205,9359,0540,5380,8795,1293,9938,029,054,664,52,46,21,54,18862,04737,91731,82807,01945,41294,28980,57082,37134,4125,4125,3380,9634,0421,6223,6157,9568,1717,4529,8755,349,697,926,99,11,42,36,78896,34021,22126,69940,14088,45444,24165,56106,34010,9617,9617,2605,6034,1888,5366,0700,2860,4614,4582,0981,923,131,340,91,42,65,77
18862,04737,91731,82807,01945,41294,28980,57082,37134,4125,4125,3380,9634,0421,6223,6157,9568,1717,4529,8755,349,697,926,99,11,42,36,38426,72406,77031,21556,32775,48748,58692,05651,46252,2935,2935,2266,8284,7630,5603,4573,4496,4722,0833,0010,655,505,993,94,58,49,30,58920,23576,69487,34685,51293,97643,90227,13018,72120,1518,1518,1118,1984,3889,8598,9217,4604,4087,4800,0959,727,664,667,91,20,68,66
38426,72406,77031,21556,32775,48748,58692,05651,46252,2935,2935,2266,8284,7630,5603,4573,4496,4722,0833,0010,655,505,993,94,58,49,30,78896,34021,22126,69940,14088,45444,24165,56106,34010,9617,9617,2605,6034,1888,5366,0700,2860,4614,4582,0981,923,131,340,91,42,65,77,31335,24376,37196,83194,13332,76289,58543,58309,13603,3504,3504,2841,6536,0392,3822,3057,2155,0910,1812,6048,144,445,652,50,22,27,55
78896,34021,22126,69940,14088,45444,24165,56106,34010,9617,9617,2605,6034,1888,5366,0700,2860,4614,4582,0981,923,131,340,91,42,65,77,58920,23576,69487,34685,51293,97643,90227,13018,72120,1518,1518,1118,1984,3889,8598,9217,4604,4087,4800,0959,727,664,667,91,20,68,66,49408,64892,50493,21469,57489,15173,21654,67431,77840,2540,2540,5938,1568,1489,1192,6496,8709,3730,6642,7388,892,543,739,64,13,36,39
58920,23576,69487,34685,51293,97643,90227,13018,72120,1518,1518,1118,1984,3889,8598,9217,4604,4087,4800,0959,727,664,667,91,20,68,66,31335,24376,37196,83194,13332,76289,58543,58309,13603,3504,3504,2841,6536,0392,3822,3057,2155,0910,1812,6048,144,445,652,50,22,27,55,99663,57190,24557,74051,64774,36188,10048,24728,11335,9508,9508,1193,8155,1167,5923,3906,1131,8792,6586,9031,232,883,507,95,10,67,28
31335,24376,37196,83194,13332,76289,58543,58309,13603,3504,3504,2841,6536,0392,3822,3057,2155,0910,1812,6048,144,445,652,50,22,27,55,49408,64892,50493,21469,57489,15173,21654,67431,77840,2540,2540,5938,1568,1489,1192,6496,8709,3730,6642,7388,892,543,739,64,13,36,39,86332,68982,25653,51472,33878,51049,42318,61269,03504,1493,1493,9186,3564,2136,9591,8303,4469,1968,0805,4806,686,752,509,29,61,39,58
49408,64892,50493,21469,57489,15173,21654,67431,77840,2540,2540,5938,1568,1489,1192,6496,8709,3730,6642,7388,892,543,739,64,13,36,39,99663,57190,24557,74051,64774,36188,10048,24728,11335,9508,9508,1193,8155,1167,5923,3906,1131,8792,6586,9031,232,883,507,95,10,67,28,04269,25576,70124,46617,97102,38687,44765,61566,77655,8749,8749,9014,7417,4477,0770,0186,5661,5529,4785,8899,159,651,343,62,72,52,67
99663,57190,24557,74051,64774,36188,10048,24728,11335,9508,9508,1193,8155,1167,5923,3906,1131,8792,6586,9031,232,883,507,95,10,67,28,86332,68982,25653,51472,33878,51049,42318,61269,03504,1493,1493,9186,3564,2136,9591,8303,4469,1968,0805,4806,686,752,509,29,61,39,58,59403,25344,40830,10019,81764,88907,31587,75240,27083,7286,7286,1679,3094,2775,4082,6392,3172,8271,4128,3500,884,958,202,72,85,40,66
86332,68982,25653,51472,33878,51049,42318,61269,03504,1493,1493,9186,3564,2136,9591,8303,4469,1968,0805,4806,686,752,509,29,61,39,58,04269,25576,70124,46617,97102,38687,44765,61566,77655,8749,8749,9014,7417,4477,0770,0186,5661,5529,4785,8899,159,651,343,62,72,52,67,08310,58608,50000,59179,62552,13847,74936,68362,46834,1159,1159,9650,8860,2709,9332,4288,9208,3789,9046,6363,719,844,829,70,04,28,88
04269,25576,70124,46617,97102,38687,44765,61566,77655,8749,8749,9014,7417,4477,0770,0186,5661,5529,4785,8899,159,651,343,62,72,52,67,59403,25344,40830,10019,81764,88907,31587,75240,27083,7286,7286,1679,3094,2775,4082,6392,3172,8271,4128,3500,884,958,202,72,85,40,66,69886,76464,65666,05897,88694,33599,34452,14077,02230,0358,0358,7676,8166,6355,4985,1705,8626,4683,4002,7948,319,941,051,14,20,02,28
59403,25344,40830,10019,81764,88907,31587,75240,27083,7286,7286,1679,3094,2775,4082,6392,3172,8271,4128,3500,884,958,202,72,85,40,66,08310,58608,50000,59179,62552,13847,74936,68362,46834,1159,1159,9650,8860,2709,9332,4288,9208,3789,9046,6363,719,844,829,70,04,28,88,07114,77041,15383,37721,32601,96927,26920,29767,93215,9620,9620,3969,2789,4832,1978,6489,0508,0067,9404,6072,718,041,176,36,91,37,67
08310,58608,50000,59179,62552,13847,74936,68362,46834,1159,1159,9650,8860,2709,9332,4288,9208,3789,9046,6363,719,844,829,70,04,28,88,69886,76464,65666,05897,88694,33599,34452,14077,02230,0358,0358,7676,8166,6355,4985,1705,8626,4683,4002,7948,319,941,051,14,20,02,28,25734,92511,41704,71001,83168,09955,86289,91106,05785,4786,4786,0888,9036,4371,6518,9803,9780,8732,7372,5088,693,402,167,95,54,12,21
69886,76464,65666,05897,88694,33599,34452,14077,02230,0358,0358,7676,8166,6355,4985,1705,8626,4683,4002,7948,319,941,051,14,20,02,28,07114,77041,15383,37721,32601,96927,26920,29767,93215,9620,9620,3969,2789,4832,1978,6489,0508,0067,9404,6072,718,041,176,36,91,37,67,31791,93315,71696,32690,47434,56463,39191,02433,14330,5568,5568,3634,2236,2852,4045,6882,0629,7924,4646,3118,748,798,588,14,13,79,95
07114,77041,15383,37721,32601,96927,26920,29767,93215,9620,9620,3969,2789,4832,1978,6489,0508,0067,9404,6072,718,041,176,36,91,37,67,25734,92511,41704,71001,83168,09955,86289,91106,05785,4786,4786,0888,9036,4371,6518,9803,9780,8732,7372,5088,693,402,167,95,54,12,21,79406,49690,35862,02321,46567,78870,90893,90783,10321,0530,0530,9859,5324,6220,0781,8929,7838,1553,1435,6642,746,979,476,43,04,96,21
25734,92511,41704,71001,83168,09955,86289,91106,05785,4786,4786,0888,9036,4371,6518,9803,9780,8732,7372,5088,693,402,167,95,54,12,21,31791,93315,71696,32690,47434,56463,39191,02433,14330,5568,5568,3634,2236,2852,4045,6882,0629,7924,4646,3118,748,798,588,14,13,79,95,54238,22592,41618,54256,42810,16494,69082,81683,73336,6396,6396,4223,3719,8537,6626,8790,4594,7895,2808,9695,915,557,772,63,91,83,87
31791,93315,71696,32690,47434,56463,39191,02433,14330,5568,5568,3634,2236,2852,4045,6882,0629,7924,4646,3118,748,798,588,14,13,79,95,79406,49690,35862,02321,46567,78870,90893,90783,10321,0530,0530,9859,5324,6220,0781,8929,7838,1553,1435,6642,746,979,476,43,04,96,21,27483,77224,20409,95083,99245,74190,84277,71742,10346,6976,6976,5696,8374,8380,4078,0772,2468,9103,7500,3716,105,898,533,37,44,56,52
79406,49690,35862,02321,46567,78870,90893,90783,10321,0530,0530,9859,5324,6220,0781,8929,7838,1553,1435,6642,746,979,476,43,04,96,21,54238,22592,41618,54256,42810,16494,69082,81683,73336,6396,6396,4223,3719,8537,6626,8790,4594,7895,2808,9695,915,557,772,63,91,83,87,78585,20369,47464,88428,67910,87764,89392,25457,86695,1719,1719,7792,1777,0774,9605,3405,2452,5740,1891,1301,743,262,416,18,05,74,21
54238,22592,41618,54256,42810,16494,69082,81683,73336,6396,6396,4223,3719,8537,6626,8790,4594,7895,2808,9695,915,557,772,63,91,83,87,27483,77224,20409,95083,99245,74190,84277,71742,10346,6976,6976,5696,8374,8380,4078,0772,2468,9103,7500,3716,105,898,533,37,44,56,52,23764,90793,70953,36139,79971,96078,92800,53265,76654,0746,0746,9431,6802,4693,1872,7906,5668,7229,7350,3670,631,231,701,57,34,58,19
27483,77224,20409,95083,99245,74190,84277,71742,10346,6976,6976,5696,8374,8380,4078,0772,2468,9103,7500,3716,105,898,533,37,44,56,52,78585,20369,47464,88428,67910,87764,89392,25457,86695,1719,1719,7792,1777,0774,9605,3405,2452,5740,1891,1301,743,262,416,18,05,74,21,09946,62450,87555,29525,25522,92182,42875,15978,03009,7099,7099,6239,6981,3214,3834,1053,5426,5779,0175,5164,175,713,957,43,19,80,53
78585,20369,47464,88428,67910,87764,89392,25457,86695,1719,1719,7792,1777,0774,9605,3405,2452,5740,1891,1301,743,262,416,18,05,74,21,23764,90793,70953,36139,79971,96078,92800,53265,76654,0746,0746,9431,6802,4693,1872,7906,5668,7229,7350,3670,631,231,701,57,34,58,19,47678,83581,53359,26296,86353,97600,47626,28355,08174,9536,9536,7807,5462,3958,1432,4848,5541,9954,8030,1722,406,704,768,29,07,10,66
23764,90793,70953,36139,79971,96078,92800,53265,76654,0746,0746,9431,6802,4693,1872,7906,5668,7229,7350,3670,631,231,701,57,34,58,19,09946,62450,87555,29525,25522,92182,42875,15978,03009,7099,7099,6239,6981,3214,3834,1053,5426,5779,0175,5164,175,713,957,43,19,80,53,46216,92580,03219,54951,79238,24748,40063,06031,52952,5043,5043,5290,3617,8575,3832,3996,5531,8992,2672,4255,009,706,580,51,88,69,48
09946,62450,87555,29525,25522,92182,42875,15978,03009,7099,7099,6239,6981,3214,3834,1053,5426,5779,0175,5164,175,713,957,43,19,80,53,47678,83581,53359,26296,86353,97600,47626,28355,08174,9536,9536,7807,5462,3958,1432,4848,5541,9954,8030,1722,406,704,768,29,07,10,66,06615,11961,97651,78130,50057,90283,79694,12130,57095,8871,8871,1215,8410,6465,1039,1684,6284,4596,3288,5636,607,424,673,96,73,89,14
47678,83581,53359,26296,86353,97600,47626,28355,08174,9536,9536,7807,5462,3958,1432,4848,5541,9954,8030,1722,406,704,768,29,07,10,66,46216,92580,03219,54951,79238,24748,40063,06031,52952,5043,5043,5290,3617,8575,3832,3996,5531,8992,2672,4255,009,706,580,51,88,69,48,60256,97373,68203,38830,51304,68225,29732,80592,63929,1199,1199,5451,9542,5952,2320,9684,9014,8632,5254,6622,876,978,140,34,36,32,69
46216,92580,03219,54951,79238,24748,40063,06031,52952,5043,5043,5290,3617,8575,3832,3996,5531,8992,2672,4255,009,706,580,51,88,69,48,06615,11961,97651,78130,50057,90283,79694,12130,57095,8871,8871,1215,8410,6465,1039,1684,6284,4596,3288,5636,607,424,673,96,73,89,14,84464,07295,94349,34455,35387,47292,32585,52821,77804,8784,8784,3547,8977,3194,1288,1357,9656,5711,0166,1725,250,987,997,96,51,69,25
06615,11961,97651,78130,50057,90283,79694,12130,57095,8871,8871,1215,8410,6465,1039,1684,6284,4596,3288,5636,607,424,673,96,73,89,14,60256,97373,68203,38830,51304,68225,29732,80592,63929,1199,1199,5451,9542,5952,2320,9684,9014,8632,5254,6622,876,978,140,34,36,32,69,24795,82562,31716,97001,69797,85710,13727,37602,56545,8368,8368,8500,9936,2100,9745,7166,9663,7416,0568,3301,869,794,459,75,71,72,14
60256,97373,68203,38830,51304,68225,29732,80592,63929,1199,1199,5451,9542,5952,2320,9684,9014,8632,5254,6622,876,978,140,34,36,32,69,84464,07295,94349,34455,35387,47292,32585,52821,77804,8784,8784,3547,8977,3194,1288,1357,9656,5711,0166,1725,250,987,997,96,51,69,25,84860,26456,91455,78835,27425,22386,02107,48861,85799,6470,6470,7231,3820,6007,0468,8377,7618,4560,4067,2077,242,316,043,10,83,29,12
84464,07295,94349,34455,35387,47292,32585,52821,77804,8784,8784,3547,8977,3194,1288,1357,9656,5711,0166,1725,250,987,997,96,51,69,25,24795,82562,31716,97001,69797,85710,13727,37602,56545,8368,8368,8500,9936,2100,9745,7166,9663,7416,0568,3301,869,794,459,75,71,72,14,43990,45262,11040,51969,20594,17403,10310,49587,83861,4862,4862,2878,7920,3341,2296,4700,1750,8856,7262,9510,915,692,545,65,68,23,77
24795,82562,31716,97001,69797,85710,13727,37602,56545,8368,8368,8500,9936,2100,9745,7166,9663,7416,0568,3301,869,794,459,75,71,72,14,84860,26456,91455,78835,27425,22386,02107,48861,85799,6470,6470,7231,3820,6007,0468,8377,7618,4560,4067,2077,242,316,043,10,83,29,12,72718,89658,87421,06233,26999,96608,63271,34872,73808,1253,1253,0997,3492,6902,6023,1145,9074,4522,4574,9132,344,529,253,78,62,83,47
84860,26456,91455,78835,27425,22386,02107,48861,85799,6470,6470,7231,3820,6007,0468,8377,7618,4560,4067,2077,242,316,043,10,83,29,12,43990,45262,11040,51969,20594,17403,10310,49587,83861,4862,4862,2878,7920,3341,2296,4700,1750,8856,7262,9510,915,692,545,65,68,23,77,77533,56840,62114,78290,57937,74062,78225,78014,27098,7129,7129,7766,4725,6304,9186,3616,5317,5757,3076,2839,950,652,412,70,94,30,24
43990,45262,11040,51969,20594,17403,10310,49587,83861,4862,4862,2878,7920,3341,2296,4700,1750,8856,7262,9510,915,692,545,65,68,23,77,72718,89658,87421,06233,26999,96608,63271,34872,73808,1253,1253,0997,3492,6902,6023,1145,9074,4522,4574,9132,344,529,253,78,62,83,47,85287,86749,27091,91975,14356,73199,98212,12544,25677,3521,3521,3861,1266,9676,7788,2907,4439,4744,5599,4104,196,024,372,01,78,86,15
72718,89658,87421,06233,26999,96608,63271,34872,73808,1253,1253,0997,3492,6902,6023,1145,9074,4522,4574,9132,344,529,253,78,62,83,47,77533,56840,62114,78290,57937,74062,78225,78014,27098,7129,7129,7766,4725,6304,9186,3616,5317,5757,3076,2839,950,652,412,70,94,30,24,28979,78492,07962,15554,15838,54483,90969,43809,25535,6459,6459,2886,0691,8941,8688,4103,8371,0401,4375,0395,182,704,602,78,34,65,77
77533,56840,62114,78290,57937,74062,78225,78014,27098,7129,7129,7766,4725,6304,9186,3616,5317,5757,3076,2839,950,652,412,70,94,30,24,85287,86749,27091,91975,14356,73199,98212,12544,25677,3521,3521,3861,1266,9676,7788,2907,4439,4744,5599,4104,196,024,372,01,78,86,15,83519,69637,73328,25111,85848,84388,25721,38344,13610,1313,1313,8774,8032,3843,6467,9383,4913,9308,5573,9749,523,128,475,83,43,40,36
85287,86749,27091,91975,14356,73199,98212,12544,25677,3521,3521,3861,1266,9676,7788,2907,4439,4744,5599,4104,196,024,372,01,78,86,15,28979,78492,07962,15554,15838,54483,90969,43809,25535,6459,6459,2886,0691,8941,8688,4103,8371,0401,4375,0395,182,704,602,78,34,65,77,57506,48455,81344,29781,54534,10472,58810,26776,94508,2399,2399,4863,3167,1706,8927,1815,1662,3354,7174,0941,111,194,569,37,20,71,18
28979,78492,07962,15554,15838,54483,90969,43809,25535,6459,6459,2886,0691,8941,8688,4103,8371,0401,4375,0395,182,704,602,78,34,65,77,83519,69637,73328,25111,85848,84388,25721,38344,13610,1313,1313,8774,8032,3843,6467,9383,4913,9308,5573,9749,523,128,475,83,43,40,36,13114,70236,14255,23519,87429,22907,92789,83681,65332,4189,4189,4551,4498,2789,0666,3904,8543,0036,7909,1954,386,328,783,74,93,27,06
83519,69637,73328,25111,85848,84388,25721,38344,13610,1313,1313,8774,8032,3843,6467,9383,4913,9308,5573,9749,523,128,475,83,43,40,36,57506,48455,81344,29781,54534,10472,58810,26776,94508,2399,2399,4863,3167,1706,8927,1815,1662,3354,7174,0941,111,194,569,37,20,71,18,74793,81220,21769,06598,12115,81170,09966,22390,40194,5320,5320,2615,8737,3607,4251,7032,0932,8609,2383,5381,330,169,066,68,53,84,26
57506,48455,81344,29781,54534,10472,58810,26776,94508,2399,2399,4863,3167,1706,8927,1815,1662,3354,7174,0941,111,194,569,37,20,71,18,13114,70236,14255,23519,87429,22907,92789,83681,65332,4189,4189,4551,4498,2789,0666,3904,8543,0036,7909,1954,386,328,783,74,93,27,06,94294,80335,71749,45920,35525,09161,92372,36364,16063,1296,1296,2527,4901,5373,1246,1408,9479,7517,9676,2230,999,311,727,22,06,02,46
13114,70236,14255,23519,87429,22907,92789,83681,65332,4189,4189,4551,4498,2789,0666,3904,8543,0036,7909,1954,386,328,783,74,93,27,06,74793,81220,21769,06598,12115,81170,09966,22390,40194,5320,5320,2615,8737,3607,4251,7032,0932,8609,2383,5381,330,169,066,68,53,84,26,10230,58646,72724,61642,90190,87361,50294,11349,97894,6706,6706,8679,1309,1846,7411,2521,2790,2646,8186,4820,116,789,669,49,41,70,88
74793,81220,21769,06598,12115,81170,09966,22390,40194,5320,5320,2615,8737,3607,4251,7032,0932,8609,2383,5381,330,169,066,68,53,84,26,94294,80335,71749,45920,35525,09161,92372,36364,16063,1296,1296,2527,4901,5373,1246,1408,9479,7517,9676,2230,999,311,727,22,06,02,46,22003,33761,37949,10316,16975,76159,78441,51429,92903,6618,6618,5807,8880,0658,8732,5730,5903,1460,7864,0561,986,785,015,34,72,62,51
94294,80335,71749,45920,35525,09161,92372,36364,16063,1296,1296,2527,4901,5373,1246,1408,9479,7517,9676,2230,999,311,727,22,06,02,46,10230,58646,72724,61642,90190,87361,50294,11349,97894,6706,6706,8679,1309,1846,7411,2521,2790,2646,8186,4820,116,789,669,49,41,70,88,74081,93273,08275,40512,17388,49154,80132,03113,05866,2063,2063,7854,9361,7337,1011,3722,1875,4692,1052,7947,427,706,953,23,25,74,77
10230,58646,72724,61642,90190,87361,50294,11349,97894,6706,6706,8679,1309,1846,7411,2521,2790,2646,8186,4820,116,789,669,49,41,70,88,22003,33761,37949,10316,16975,76159,78441,51429,92903,6618,6618,5807,8880,0658,8732,5730,5903,1460,7864,0561,986,785,015,34,72,62,51,34300,67526,64508,79037,16447,92005,41949,33683,91680,9622,9622,0589,6231,8517,8197,2670,7788,7703,9347,5578,919,838,412,95,65,91,64
22003,33761,37949,10316,16975,76159,78441,51429,92903,6618,6618,5807,8880,0658,8732,5730,5903,1460,7864,0561,986,785,015,34,72,62,51,74081,93273,08275,40512,17388,49154,80132,03113,05866,2063,2063,7854,9361,7337,1011,3722,1875,4692,1052,7947,427,706,953,23,25,74,77,95008,32085,59522,57887,27171,88121,82493,04742,83342,1956,1956,2857,6180,5346,8191,0974,2446,0425,6390,6848,214,851,269,61,08,01,64
74081,93273,08275,40512,17388,49154,80132,03113,05866,2063,2063,7854,9361,7337,1011,3722,1875,4692,1052,7947,427,706,953,23,25,74,77,34300,67526,64508,79037,16447,92005,41949,33683,91680,9622,9622,0589,6231,8517,8197,2670,7788,7703,9347,5578,919,838,412,95,65,91,64,74258,13802,11485,22012,16275,11958,70258,11440,28292,7896,7896,0416,7185,6308,1266,9406,5542,5775,1838,0473,063,185,760,23,18,81,09
34300,67526,64508,79037,16447,92005,41949,33683,91680,9622,9622,0589,6231,8517,8197,2670,7788,7703,9347,5578,919,838,412,95,65,91,64,95008,32085,59522,57887,27171,88121,82493,04742,83342,1956,1956,2857,6180,5346,8191,0974,2446,0425,6390,6848,214,851,269,61,08,01,64,03464,94605,13791,71057,71541,86592,72378,23622,63234,5304,5304,6289,3868,5479,5757,9382,6844,6071,7208,7672,113,032,079,64,76,02,24
95008,32085,59522,57887,27171,88121,82493,04742,83342,1956,1956,2857,6180,5346,8191,0974,2446,0425,6390,6848,214,851,269,61,08,01,64,74258,13802,11485,22012,16275,11958,70258,11440,28292,7896,7896,0416,7185,6308,1266,9406,5542,5775,1838,0473,063,185,760,23,18,81,09,09008,39844,80105,12140,51348,83080,92770,76673,82919,5251,5251,2224,8261,1881,0236,0406,0290,3880,6988,2297,302,824,963,53,58,72,21
74258,13802,11485,22012,16275,11958,70258,11440,28292,7896,7896,0416,7185,6308,1266,9406,5542,5775,1838,0473,063,185,760,23,18,81,09,03464,94605,13791,71057,71541,86592,72378,23622,63234,5304,5304,6289,3868,5479,5757,9382,6844,6071,7208,7672,113,032,079,64,76,02,24,67471,40653,78971,25812,56691,88951,48846,14104,41327,0909,0909,8217,4174,2764,8378,1243,3717,4425,1118,2408,745,876,215,51,47,66,27
03464,94605,13791,71057,71541,86592,72378,23622,63234,5304,5304,6289,3868,5479,5757,9382,6844,6071,7208,7672,113,032,079,64,76,02,24,09008,39844,80105,12140,51348,83080,92770,76673,82919,5251,5251,2224,8261,1881,0236,0406,0290,3880,6988,2297,302,824,963,53,58,72,21,89348,90835,62139,59889,53204,63302,23231,65757,88286,5662,5662,6091,7760,7809,0262,6845,4377,2677,4952,3027,236,521,931,23,16,32,82
