gt_0,gt_1,gt_2,gt_3,gt_4,gt_5,gt_6,gt_7,gt_8,gt_9,gt_10,gt_11,gt_12,gt_13,gt_14,gt_15,gt_16,gt_17,gt_18,gt_19,gt_20,gt_21,gt_22,gt_23,gt_24,gt_25,gt_26,gt_27,gt_28,gt_29,gt_30,gt_31,gt_32,gt_33,gt_34,gt_35,gt_36,gt_37,gt_38,gt_39,gt_40,gt_41,gt_42,gt_43,gt_44,gt_45,gt_46,gt_47,gt_48,gt_49,gt_50,gt_51,gt_52,gt_53,gt_54,gt_55,gt_56,gt_57,gt_58,gt_59,gt_60,gt_61,gt_62,gt_63,gt_64,gt_65,gt_66,gt_67,gt_68,gt_69,gt_70,gt_71,gt_72,gt_73,gt_74,gt_75,gt_76,gt_77,gt_78,gt_79,gt_80,gt_81,gt_82,gt_83,gt_84,gt_85,gt_86,gt_87,gt_88,gt_89,gt_90,gt_91,gt_92,gt_93,gt_94,gt_95,gt_96,gt_97,gt_98,gt_99,gt_100,gt_101,gt_102,gt_103,gt_104,gt_105,gt_106,gt_107,kq_0,kq_1,kq_2,kq_3,kq_4,kq_5,kq_6,kq_7,kq_8,kq_9,kq_10,kq_11,kq_12,kq_13,kq_14,kq_15,kq_16,kq_17,kq_18,kq_19,kq_20,kq_21,kq_22,kq_23,kq_24,kq_25,kq_26
37,77,22,09,47,01,56,01,06,51,51,45,18,22,76,94,32,23,23,63,57,26,82,84,99,32,18,65,25,62,57,01,06,64,62,45,14,14,35,14,66,15,51,35,20,98,74,77,25,49,31,06,32,91,56,50,20,28,61,48,13,51,43,15,15,44,34,05,94,42,00,35,78,54,46,15,80,46,02,73,95,01,24,13,17,18,64,33,50,13,37,37,00,95,32,83,28,62,95,96,78,73,08,40,56,23,41,12,37,20,25,58,24,95,08,55,37,10,10,68,33,90,00,97,85,95,22,81,87,02,28,45,53,99,38
65,25,62,57,01,06,64,62,45,14,14,35,14,66,15,51,35,20,98,74,77,25,49,31,06,32,91,56,50,20,28,61,48,13,51,43,15,15,44,34,05,94,42,00,35,78,54,46,15,80,46,02,73,95,01,24,13,17,18,64,33,50,13,37,37,00,95,32,83,28,62,95,96,78,73,08,40,56,23,41,12,06,63,84,02,17,42,56,54,50,24,24,70,27,38,91,16,89,32,82,72,73,29,56,55,37,34,18,92,57,44,24,65,81,64,49,26,86,86,52,00,32,90,18,37,58,17,60,90,45,30,40,12,51,59
56,50,20,28,61,48,13,51,43,15,15,44,34,05,94,42,00,35,78,54,46,15,80,46,02,73,95,01,24,13,17,18,64,33,50,13,37,37,00,95,32,83,28,62,95,96,78,73,08,40,56,23,41,12,06,63,84,02,17,42,56,54,50,24,24,70,27,38,91,16,89,32,82,72,73,29,56,55,37,34,18,37,20,25,58,24,95,08,55,37,10,10,68,33,90,00,97,85,95,22,81,87,02,28,45,53,99,38,25,81,31,28,43,13,45,97,47,02,02,18,51,64,87,43,88,03,30,02,21,50,59,84,16,66,22
01,24,13,17,18,64,33,50,13,37,37,00,95,32,83,28,62,95,96,78,73,08,40,56,23,41,12,06,63,84,02,17,42,56,54,50,24,24,70,27,38,91,16,89,32,82,72,73,29,56,55,37,34,18,37,20,25,58,24,95,08,55,37,10,10,68,33,90,00,97,85,95,22,81,87,02,28,45,53,99,38,92,57,44,24,65,81,64,49,26,86,86,52,00,32,90,18,37,58,17,60,90,45,30,40,12,51,59,73,12,96,57,53,18,87,84,29,62,62,01,20,20,43,97,01,12,79,19,62,77,73,72,81,83,57
06,63,84,02,17,42,56,54,50,24,24,70,27,38,91,16,89,32,82,72,73,29,56,55,37,34,18,37,20,25,58,24,95,08,55,37,10,10,68,33,90,00,97,85,95,22,81,87,02,28,45,53,99,38,92,57,44,24,65,81,64,49,26,86,86,52,00,32,90,18,37,58,17,60,90,45,30,40,12,51,59,25,81,31,28,43,13,45,97,47,02,02,18,51,64,87,43,88,03,30,02,21,50,59,84,16,66,22,82,88,86,10,94,86,38,26,92,78,78,90,77,47,03,07,07,21,91,33,97,00,24,46,27,36,86
37,20,25,58,24,95,08,55,37,10,10,68,33,90,00,97,85,95,22,81,87,02,28,45,53,99,38,92,57,44,24,65,81,64,49,26,86,86,52,00,32,90,18,37,58,17,60,90,45,30,40,12,51,59,25,81,31,28,43,13,45,97,47,02,02,18,51,64,87,43,88,03,30,02,21,50,59,84,16,66,22,73,12,96,57,53,18,87,84,29,62,62,01,20,20,43,97,01,12,79,19,62,77,73,72,81,83,57,15,33,80,06,16,14,35,73,65,82,82,18,88,34,86,63,88,84,82,30,00,68,23,29,67,18,53
92,57,44,24,65,81,64,49,26,86,86,52,00,32,90,18,37,58,17,60,90,45,30,40,12,51,59,25,81,31,28,43,13,45,97,47,02,02,18,51,64,87,43,88,03,30,02,21,50,59,84,16,66,22,73,12,96,57,53,18,87,84,29,62,62,01,20,20,43,97,01,12,79,19,62,77,73,72,81,83,57,82,88,86,10,94,86,38,26,92,78,78,90,77,47,03,07,07,21,91,33,97,00,24,46,27,36,86,71,73,72,30,09,88,88,23,57,16,16,37,40,18,67,88,00,60,35,69,51,84,37,31,53,63,06
25,81,31,28,43,13,45,97,47,02,02,18,51,64,87,43,88,03,30,02,21,50,59,84,16,66,22,73,12,96,57,53,18,87,84,29,62,62,01,20,20,43,97,01,12,79,19,62,77,73,72,81,83,57,82,88,86,10,94,86,38,26,92,78,78,90,77,47,03,07,07,21,91,33,97,00,24,46,27,36,86,15,33,80,06,16,14,35,73,65,82,82,18,88,34,86,63,88,84,82,30,00,68,23,29,67,18,53,60,54,93,59,82,07,28,45,13,81,81,02,13,01,11,66,93,20,76,23,09,31,18,41,62,40,66
73,12,96,57,53,18,87,84,29,62,62,01,20,20,43,97,01,12,79,19,62,77,73,72,81,83,57,82,88,86,10,94,86,38,26,92,78,78,90,77,47,03,07,07,21,91,33,97,00,24,46,27,36,86,15,33,80,06,16,14,35,73,65,82,82,18,88,34,86,63,88,84,82,30,00,68,23,29,67,18,53,71,73,72,30,09,88,88,23,57,16,16,37,40,18,67,88,00,60,35,69,51,84,37,31,53,63,06,40,92,14,05,49,13,82,71,81,57,57,32,84,87,13,34,40,81,28,47,69,25,17,31,73,06,97
82,88,86,10,94,86,38,26,92,78,78,90,77,47,03,07,07,21,91,33,97,00,24,46,27,36,86,15,33,80,06,16,14,35,73,65,82,82,18,88,34,86,63,88,84,82,30,00,68,23,29,67,18,53,71,73,72,30,09,88,88,23,57,16,16,37,40,18,67,88,00,60,35,69,51,84,37,31,53,63,06,60,54,93,59,82,07,28,45,13,81,81,02,13,01,11,66,93,20,76,23,09,31,18,41,62,40,66,60,90,16,65,47,08,28,62,10,92,92,07,09,56,92,59,84,18,16,90,18,77,12,34,97,74,11
15,33,80,06,16,14,35,73,65,82,82,18,88,34,86,63,88,84,82,30,00,68,23,29,67,18,53,71,73,72,30,09,88,88,23,57,16,16,37,40,18,67,88,00,60,35,69,51,84,37,31,53,63,06,60,54,93,59,82,07,28,45,13,81,81,02,13,01,11,66,93,20,76,23,09,31,18,41,62,40,66,40,92,14,05,49,13,82,71,81,57,57,32,84,87,13,34,40,81,28,47,69,25,17,31,73,06,97,23,81,73,97,79,96,01,09,85,90,90,90,67,73,36,68,20,49,73,98,24,11,32,40,20,07,18
71,73,72,30,09,88,88,23,57,16,16,37,40,18,67,88,00,60,35,69,51,84,37,31,53,63,06,60,54,93,59,82,07,28,45,13,81,81,02,13,01,11,66,93,20,76,23,09,31,18,41,62,40,66,40,92,14,05,49,13,82,71,81,57,57,32,84,87,13,34,40,81,28,47,69,25,17,31,73,06,97,60,90,16,65,47,08,28,62,10,92,92,07,09,56,92,59,84,18,16,90,18,77,12,34,97,74,11,69,13,43,25,32,10,32,38,29,36,36,26,65,40,38,11,06,65,49,35,26,65,61,95,86,92,06
60,54,93,59,82,07,28,45,13,81,81,02,13,01,11,66,93,20,76,23,09,31,18,41,62,40,66,40,92,14,05,49,13,82,71,81,57,57,32,84,87,13,34,40,81,28,47,69,25,17,31,73,06,97,60,90,16,65,47,08,28,62,10,92,92,07,09,56,92,59,84,18,16,90,18,77,12,34,97,74,11,23,81,73,97,79,96,01,09,85,90,90,90,67,73,36,68,20,49,73,98,24,11,32,40,20,07,18,81,18,90,78,73,50,61,01,46,86,86,30,67,41,97,74,98,69,44,50,58,53,72,28,84,12,44
40,92,14,05,49,13,82,71,81,57,57,32,84,87,13,34,40,81,28,47,69,25,17,31,73,06,97,60,90,16,65,47,08,28,62,10,92,92,07,09,56,92,59,84,18,16,90,18,77,12,34,97,74,11,23,81,73,97,79,96,01,09,85,90,90,90,67,73,36,68,20,49,73,98,24,11,32,40,20,07,18,69,13,43,25,32,10,32,38,29,36,36,26,65,40,38,11,06,65,49,35,26,65,61,95,86,92,06,17,80,07,66,64,72,59,80,33,36,36,46,01,04,98,33,80,81,45,84,08,97,94,88,08,51,04
60,90,16,65,47,08,28,62,10,92,92,07,09,56,92,59,84,18,16,90,18,77,12,34,97,74,11,23,81,73,97,79,96,01,09,85,90,90,90,67,73,36,68,20,49,73,98,24,11,32,40,20,07,18,69,13,43,25,32,10,32,38,29,36,36,26,65,40,38,11,06,65,49,35,26,65,61,95,86,92,06,81,18,90,78,73,50,61,01,46,86,86,30,67,41,97,74,98,69,44,50,58,53,72,28,84,12,44,34,54,90,49,56,03,62,91,77,79,79,32,23,17,60,74,32,86,73,37,64,21,61,53,26,29,69
23,81,73,97,79,96,01,09,85,90,90,90,67,73,36,68,20,49,73,98,24,11,32,40,20,07,18,69,13,43,25,32,10,32,38,29,36,36,26,65,40,38,11,06,65,49,35,26,65,61,95,86,92,06,81,18,90,78,73,50,61,01,46,86,86,30,67,41,97,74,98,69,44,50,58,53,72,28,84,12,44,17,80,07,66,64,72,59,80,33,36,36,46,01,04,98,33,80,81,45,84,08,97,94,88,08,51,04,53,43,60,13,89,56,26,98,60,49,49,83,37,21,67,41,80,96,16,22,34,81,41,77,90,84,26
69,13,43,25,32,10,32,38,29,36,36,26,65,40,38,11,06,65,49,35,26,65,61,95,86,92,06,81,18,90,78,73,50,61,01,46,86,86,30,67,41,97,74,98,69,44,50,58,53,72,28,84,12,44,17,80,07,66,64,72,59,80,33,36,36,46,01,04,98,33,80,81,45,84,08,97,94,88,08,51,04,34,54,90,49,56,03,62,91,77,79,79,32,23,17,60,74,32,86,73,37,64,21,61,53,26,29,69,65,25,39,12,65,75,64,26,85,75,75,22,56,39,84,50,54,67,99,55,26,44,40,79,58,53,76
81,18,90,78,73,50,61,01,46,86,86,30,67,41,97,74,98,69,44,50,58,53,72,28,84,12,44,17,80,07,66,64,72,59,80,33,36,36,46,01,04,98,33,80,81,45,84,08,97,94,88,08,51,04,34,54,90,49,56,03,62,91,77,79,79,32,23,17,60,74,32,86,73,37,64,21,61,53,26,29,69,53,43,60,13,89,56,26,98,60,49,49,83,37,21,67,41,80,96,16,22,34,81,41,77,90,84,26,96,03,03,36,45,98,93,81,32,30,30,44,08,33,04,21,04,96,45,12,59,37,37,77,88,90,56
17,80,07,66,64,72,59,80,33,36,36,46,01,04,98,33,80,81,45,84,08,97,94,88,08,51,04,34,54,90,49,56,03,62,91,77,79,79,32,23,17,60,74,32,86,73,37,64,21,61,53,26,29,69,53,43,60,13,89,56,26,98,60,49,49,83,37,21,67,41,80,96,16,22,34,81,41,77,90,84,26,65,25,39,12,65,75,64,26,85,75,75,22,56,39,84,50,54,67,99,55,26,44,40,79,58,53,76,05,60,77,86,78,36,80,83,33,16,16,11,91,46,60,17,41,95,81,46,50,65,92,22,12,42,79
34,54,90,49,56,03,62,91,77,79,79,32,23,17,60,74,32,86,73,37,64,21,61,53,26,29,69,53,43,60,13,89,56,26,98,60,49,49,83,37,21,67,41,80,96,16,22,34,81,41,77,90,84,26,65,25,39,12,65,75,64,26,85,75,75,22,56,39,84,50,54,67,99,55,26,44,40,79,58,53,76,96,03,03,36,45,98,93,81,32,30,30,44,08,33,04,21,04,96,45,12,59,37,37,77,88,90,56,92,66,41,87,22,88,47,26,48,40,40,85,13,15,49,77,10,20,10,10,89,19,69,05,12,47,11
53,43,60,13,89,56,26,98,60,49,49,83,37,21,67,41,80,96,16,22,34,81,41,77,90,84,26,65,25,39,12,65,75,64,26,85,75,75,22,56,39,84,50,54,67,99,55,26,44,40,79,58,53,76,96,03,03,36,45,98,93,81,32,30,30,44,08,33,04,21,04,96,45,12,59,37,37,77,88,90,56,05,60,77,86,78,36,80,83,33,16,16,11,91,46,60,17,41,95,81,46,50,65,92,22,12,42,79,85,20,41,61,64,57,60,89,89,21,21,39,95,34,05,93,60,52,89,54,78,23,68,41,30,87,49
65,25,39,12,65,75,64,26,85,75,75,22,56,39,84,50,54,67,99,55,26,44,40,79,58,53,76,96,03,03,36,45,98,93,81,32,30,30,44,08,33,04,21,04,96,45,12,59,37,37,77,88,90,56,05,60,77,86,78,36,80,83,33,16,16,11,91,46,60,17,41,95,81,46,50,65,92,22,12,42,79,92,66,41,87,22,88,47,26,48,40,40,85,13,15,49,77,10,20,10,10,89,19,69,05,12,47,11,87,08,78,48,59,34,41,66,46,95,95,73,94,73,95,03,98,15,95,37,11,86,92,54,50,52,38
96,03,03,36,45,98,93,81,32,30,30,44,08,33,04,21,04,96,45,12,59,37,37,77,88,90,56,05,60,77,86,78,36,80,83,33,16,16,11,91,46,60,17,41,95,81,46,50,65,92,22,12,42,79,92,66,41,87,22,88,47,26,48,40,40,85,13,15,49,77,10,20,10,10,89,19,69,05,12,47,11,85,20,41,61,64,57,60,89,89,21,21,39,95,34,05,93,60,52,89,54,78,23,68,41,30,87,49,59,98,89,79,93,26,58,25,60,56,56,51,88,23,91,22,11,17,82,05,35,25,70,75,78,32,68
05,60,77,86,78,36,80,83,33,16,16,11,91,46,60,17,41,95,81,46,50,65,92,22,12,42,79,92,66,41,87,22,88,47,26,48,40,40,85,13,15,49,77,10,20,10,10,89,19,69,05,12,47,11,85,20,41,61,64,57,60,89,89,21,21,39,95,34,05,93,60,52,89,54,78,23,68,41,30,87,49,87,08,78,48,59,34,41,66,46,95,95,73,94,73,95,03,98,15,95,37,11,86,92,54,50,52,38,62,89,53,09,30,81,72,12,49,63,63,39,10,56,39,20,02,72,79,98,59,71,21,98,34,11,22
92,66,41,87,22,88,47,26,48,40,40,85,13,15,49,77,10,20,10,10,89,19,69,05,12,47,11,85,20,41,61,64,57,60,89,89,21,21,39,95,34,05,93,60,52,89,54,78,23,68,41,30,87,49,87,08,78,48,59,34,41,66,46,95,95,73,94,73,95,03,98,15,95,37,11,86,92,54,50,52,38,59,98,89,79,93,26,58,25,60,56,56,51,88,23,91,22,11,17,82,05,35,25,70,75,78,32,68,26,02,80,53,31,78,77,80,98,48,48,00,42,98,88,41,83,98,88,92,49,18,18,75,38,25,71
85,20,41,61,64,57,60,89,89,21,21,39,95,34,05,93,60,52,89,54,78,23,68,41,30,87,49,87,08,78,48,59,34,41,66,46,95,95,73,94,73,95,03,98,15,95,37,11,86,92,54,50,52,38,59,98,89,79,93,26,58,25,60,56,56,51,88,23,91,22,11,17,82,05,35,25,70,75,78,32,68,62,89,53,09,30,81,72,12,49,63,63,39,10,56,39,20,02,72,79,98,59,71,21,98,34,11,22,47,36,83,58,32,82,75,32,31,83,83,79,87,07,31,28,76,02,61,73,31,94,03,96,08,94,91
87,08,78,48,59,34,41,66,46,95,95,73,94,73,95,03,98,15,95,37,11,86,92,54,50,52,38,59,98,89,79,93,26,58,25,60,56,56,51,88,23,91,22,11,17,82,05,35,25,70,75,78,32,68,62,89,53,09,30,81,72,12,49,63,63,39,10,56,39,20,02,72,79,98,59,71,21,98,34,11,22,26,02,80,53,31,78,77,80,98,48,48,00,42,98,88,41,83,98,88,92,49,18,18,75,38,25,71,35,50,06,77,12,32,87,59,88,97,97,62,61,52,52,00,96,68,56,81,29,11,42,50,89,82,36
59,98,89,79,93,26,58,25,60,56,56,51,88,23,91,22,11,17,82,05,35,25,70,75,78,32,68,62,89,53,09,30,81,72,12,49,63,63,39,10,56,39,20,02,72,79,98,59,71,21,98,34,11,22,26,02,80,53,31,78,77,80,98,48,48,00,42,98,88,41,83,98,88,92,49,18,18,75,38,25,71,47,36,83,58,32,82,75,32,31,83,83,79,87,07,31,28,76,02,61,73,31,94,03,96,08,94,91,86,49,12,79,78,72,51,58,00,25,25,11,65,38,54,99,81,29,20,03,82,09,97,41,10,64,96
62,89,53,09,30,81,72,12,49,63,63,39,10,56,39,20,02,72,79,98,59,71,21,98,34,11,22,26,02,80,53,31,78,77,80,98,48,48,00,42,98,88,41,83,98,88,92,49,18,18,75,38,25,71,47,36,83,58,32,82,75,32,31,83,83,79,87,07,31,28,76,02,61,73,31,94,03,96,08,94,91,35,50,06,77,12,32,87,59,88,97,97,62,61,52,52,00,96,68,56,81,29,11,42,50,89,82,36,41,74,37,28,99,01,44,89,18,81,81,18,62,11,06,57,61,63,12,68,55,94,86,32,88,05,37
26,02,80,53,31,78,77,80,98,48,48,00,42,98,88,41,83,98,88,92,49,18,18,75,38,25,71,47,36,83,58,32,82,75,32,31,83,83,79,87,07,31,28,76,02,61,73,31,94,03,96,08,94,91,35,50,06,77,12,32,87,59,88,97,97,62,61,52,52,00,96,68,56,81,29,11,42,50,89,82,36,86,49,12,79,78,72,51,58,00,25,25,11,65,38,54,99,81,29,20,03,82,09,97,41,10,64,96,33,93,66,01,36,41,63,29,32,41,41,94,12,86,68,90,00,25,83,09,34,20,19,31,89,62,65
47,36,83,58,32,82,75,32,31,83,83,79,87,07,31,28,76,02,61,73,31,94,03,96,08,94,91,35,50,06,77,12,32,87,59,88,97,97,62,61,52,52,00,96,68,56,81,29,11,42,50,89,82,36,86,49,12,79,78,72,51,58,00,25,25,11,65,38,54,99,81,29,20,03,82,09,97,41,10,64,96,41,74,37,28,99,01,44,89,18,81,81,18,62,11,06,57,61,63,12,68,55,94,86,32,88,05,37,07,91,90,07,54,54,55,39,29,37,37,48,78,25,86,10,23,01,66,96,94,85,62,67,05,62,28
35,50,06,77,12,32,87,59,88,97,97,62,61,52,52,00,96,68,56,81,29,11,42,50,89,82,36,86,49,12,79,78,72,51,58,00,25,25,11,65,38,54,99,81,29,20,03,82,09,97,41,10,64,96,41,74,37,28,99,01,44,89,18,81,81,18,62,11,06,57,61,63,12,68,55,94,86,32,88,05,37,33,93,66,01,36,41,63,29,32,41,41,94,12,86,68,90,00,25,83,09,34,20,19,31,89,62,65,09,42,07,90,53,54,54,88,66,86,86,44,93,80,33,33,49,63,28,38,96,07,59,09,48,69,50
86,49,12,79,78,72,51,58,00,25,25,11,65,38,54,99,81,29,20,03,82,09,97,41,10,64,96,41,74,37,28,99,01,44,89,18,81,81,18,62,11,06,57,61,63,12,68,55,94,86,32,88,05,37,33,93,66,01,36,41,63,29,32,41,41,94,12,86,68,90,00,25,83,09,34,20,19,31,89,62,65,07,91,90,07,54,54,55,39,29,37,37,48,78,25,86,10,23,01,66,96,94,85,62,67,05,62,28,43,34,68,36,16,96,43,76,63,14,14,19,96,71,52,92,11,51,60,75,21,23,76,87,08,78,44
41,74,37,28,99,01,44,89,18,81,81,18,62,11,06,57,61,63,12,68,55,94,86,32,88,05,37,33,93,66,01,36,41,63,29,32,41,41,94,12,86,68,90,00,25,83,09,34,20,19,31,89,62,65,07,91,90,07,54,54,55,39,29,37,37,48,78,25,86,10,23,01,66,96,94,85,62,67,05,62,28,09,42,07,90,53,54,54,88,66,86,86,44,93,80,33,33,49,63,28,38,96,07,59,09,48,69,50,46,13,53,94,14,81,83,35,85,42,42,36,91,50,05,40,54,12,74,06,12,34,96,22,95,24,11
33,93,66,01,36,41,63,29,32,41,41,94,12,86,68,90,00,25,83,09,34,20,19,31,89,62,65,07,91,90,07,54,54,55,39,29,37,37,48,78,25,86,10,23,01,66,96,94,85,62,67,05,62,28,09,42,07,90,53,54,54,88,66,86,86,44,93,80,33,33,49,63,28,38,96,07,59,09,48,69,50,43,34,68,36,16,96,43,76,63,14,14,19,96,71,52,92,11,51,60,75,21,23,76,87,08,78,44,03,03,00,30,17,34,11,98,73,89,89,57,03,65,52,84,93,05,14,68,48,14,30,17,36,54,56
07,91,90,07,54,54,55,39,29,37,37,48,78,25,86,10,23,01,66,96,94,85,62,67,05,62,28,09,42,07,90,53,54,54,88,66,86,86,44,93,80,33,33,49,63,28,38,96,07,59,09,48,69,50,43,34,68,36,16,96,43,76,63,14,14,19,96,71,52,92,11,51,60,75,21,23,76,87,08,78,44,46,13,53,94,14,81,83,35,85,42,42,36,91,50,05,40,54,12,74,06,12,34,96,22,95,24,11,69,19,31,57,21,08,94,38,44,14,14,70,21,71,51,31,96,58,46,72,64,69,55,74,85,31,03
09,42,07,90,53,54,54,88,66,86,86,44,93,80,33,33,49,63,28,38,96,07,59,09,48,69,50,43,34,68,36,16,96,43,76,63,14,14,19,96,71,52,92,11,51,60,75,21,23,76,87,08,78,44,46,13,53,94,14,81,83,35,85,42,42,36,91,50,05,40,54,12,74,06,12,34,96,22,95,24,11,03,03,00,30,17,34,11,98,73,89,89,57,03,65,52,84,93,05,14,68,48,14,30,17,36,54,56,24,37,44,02,47,41,71,73,78,14,14,14,50,59,10,86,76,50,90,05,04,53,12,44,29,28,08
43,34,68,36,16,96,43,76,63,14,14,19,96,71,52,92,11,51,60,75,21,23,76,87,08,78,44,46,13,53,94,14,81,83,35,85,42,42,36,91,50,05,40,54,12,74,06,12,34,96,22,95,24,11,03,03,00,30,17,34,11,98,73,89,89,57,03,65,52,84,93,05,14,68,48,14,30,17,36,54,56,69,19,31,57,21,08,94,38,44,14,14,70,21,71,51,31,96,58,46,72,64,69,55,74,85,31,03,76,65,95,82,80,98,30,54,94,18,18,51,75,57,20,62,04,82,41,16,95,61,62,34,73,54,27
46,13,53,94,14,81,83,35,85,42,42,36,91,50,05,40,54,12,74,06,12,34,96,22,95,24,11,03,03,00,30,17,34,11,98,73,89,89,57,03,65,52,84,93,05,14,68,48,14,30,17,36,54,56,69,19,31,57,21,08,94,38,44,14,14,70,21,71,51,31,96,58,46,72,64,69,55,74,85,31,03,24,37,44,02,47,41,71,73,78,14,14,14,50,59,10,86,76,50,90,05,04,53,12,44,29,28,08,18,10,81,66,16,58,45,77,53,24,24,30,66,05,45,24,13,05,57,19,83,15,52,51,29,95,71
03,03,00,30,17,34,11,98,73,89,89,57,03,65,52,84,93,05,14,68,48,14,30,17,36,54,56,69,19,31,57,21,08,94,38,44,14,14,70,21,71,51,31,96,58,46,72,64,69,55,74,85,31,03,24,37,44,02,47,41,71,73,78,14,14,14,50,59,10,86,76,50,90,05,04,53,12,44,29,28,08,76,65,95,82,80,98,30,54,94,18,18,51,75,57,20,62,04,82,41,16,95,61,62,34,73,54,27,15,56,30,39,62,82,29,69,90,40,40,30,08,54,47,37,15,00,71,04,16,11,89,52,55,56,69
69,19,31,57,21,08,94,38,44,14,14,70,21,71,51,31,96,58,46,72,64,69,55,74,85,31,03,24,37,44,02,47,41,71,73,78,14,14,14,50,59,10,86,76,50,90,05,04,53,12,44,29,28,08,76,65,95,82,80,98,30,54,94,18,18,51,75,57,20,62,04,82,41,16,95,61,62,34,73,54,27,18,10,81,66,16,58,45,77,53,24,24,30,66,05,45,24,13,05,57,19,83,15,52,51,29,95,71,19,60,88,90,13,88,73,24,16,07,07,20,61,86,51,53,86,32,29,03,98,38,74,23,98,93,49
24,37,44,02,47,41,71,73,78,14,14,14,50,59,10,86,76,50,90,05,04,53,12,44,29,28,08,76,65,95,82,80,98,30,54,94,18,18,51,75,57,20,62,04,82,41,16,95,61,62,34,73,54,27,18,10,81,66,16,58,45,77,53,24,24,30,66,05,45,24,13,05,57,19,83,15,52,51,29,95,71,15,56,30,39,62,82,29,69,90,40,40,30,08,54,47,37,15,00,71,04,16,11,89,52,55,56,69,34,82,46,92,97,53,17,88,55,26,26,66,82,27,73,10,01,90,20,74,23,52,28,65,95,73,14
76,65,95,82,80,98,30,54,94,18,18,51,75,57,20,62,04,82,41,16,95,61,62,34,73,54,27,18,10,81,66,16,58,45,77,53,24,24,30,66,05,45,24,13,05,57,19,83,15,52,51,29,95,71,15,56,30,39,62,82,29,69,90,40,40,30,08,54,47,37,15,00,71,04,16,11,89,52,55,56,69,19,60,88,90,13,88,73,24,16,07,07,20,61,86,51,53,86,32,29,03,98,38,74,23,98,93,49,76,22,66,45,56,91,95,34,30,39,39,76,66,31,33,37,54,94,54,82,55,11,88,49,73,87,63
18,10,81,66,16,58,45,77,53,24,24,30,66,05,45,24,13,05,57,19,83,15,52,51,29,95,71,15,56,30,39,62,82,29,69,90,40,40,30,08,54,47,37,15,00,71,04,16,11,89,52,55,56,69,19,60,88,90,13,88,73,24,16,07,07,20,61,86,51,53,86,32,29,03,98,38,74,23,98,93,49,34,82,46,92,97,53,17,88,55,26,26,66,82,27,73,10,01,90,20,74,23,52,28,65,95,73,14,03,20,29,67,67,93,79,99,08,39,39,94,13,17,83,32,59,99,82,09,25,18,97,23,64,74,20
15,56,30,39,62,82,29,69,90,40,40,30,08,54,47,37,15,00,71,04,16,11,89,52,55,56,69,19,60,88,90,13,88,73,24,16,07,07,20,61,86,51,53,86,32,29,03,98,38,74,23,98,93,49,34,82,46,92,97,53,17,88,55,26,26,66,82,27,73,10,01,90,20,74,23,52,28,65,95,73,14,76,22,66,45,56,91,95,34,30,39,39,76,66,31,33,37,54,94,54,82,55,11,88,49,73,87,63,30,56,81,97,90,45,16,53,62,29,29,72,31,31,88,76,16,74,90,64,97,26,38,78,37,58,48
19,60,88,90,13,88,73,24,16,07,07,20,61,86,51,53,86,32,29,03,98,38,74,23,98,93,49,34,82,46,92,97,53,17,88,55,26,26,66,82,27,73,10,01,90,20,74,23,52,28,65,95,73,14,76,22,66,45,56,91,95,34,30,39,39,76,66,31,33,37,54,94,54,82,55,11,88,49,73,87,63,03,20,29,67,67,93,79,99,08,39,39,94,13,17,83,32,59,99,82,09,25,18,97,23,64,74,20,24,86,99,24,49,46,92,41,39,09,09,15,02,88,60,05,13,38,18,20,75,06,39,49,73,34,32
34,82,46,92,97,53,17,88,55,26,26,66,82,27,73,10,01,90,20,74,23,52,28,65,95,73,14,76,22,66,45,56,91,95,34,30,39,39,76,66,31,33,37,54,94,54,82,55,11,88,49,73,87,63,03,20,29,67,67,93,79,99,08,39,39,94,13,17,83,32,59,99,82,09,25,18,97,23,64,74,20,30,56,81,97,90,45,16,53,62,29,29,72,31,31,88,76,16,74,90,64,97,26,38,78,37,58,48,97,01,91,70,21,91,08,75,52,25,25,55,12,59,04,13,28,56,69,37,41,67,20,47,46,15,28
76,22,66,45,56,91,95,34,30,39,39,76,66,31,33,37,54,94,54,82,55,11,88,49,73,87,63,03,20,29,67,67,93,79,99,08,39,39,94,13,17,83,32,59,99,82,09,25,18,97,23,64,74,20,30,56,81,97,90,45,16,53,62,29,29,72,31,31,88,76,16,74,90,64,97,26,38,78,37,58,48,24,86,99,24,49,46,92,41,39,09,09,15,02,88,60,05,13,38,18,20,75,06,39,49,73,34,32,28,30,31,94,04,92,79,90,14,53,53,71,00,76,16,73,27,24,38,47,08,12,67,82,07,61,71
03,20,29,67,67,93,79,99,08,39,39,94,13,17,83,32,59,99,82,09,25,18,97,23,64,74,20,30,56,81,97,90,45,16,53,62,29,29,72,31,31,88,76,16,74,90,64,97,26,38,78,37,58,48,24,86,99,24,49,46,92,41,39,09,09,15,02,88,60,05,13,38,18,20,75,06,39,49,73,34,32,97,01,91,70,21,91,08,75,52,25,25,55,12,59,04,13,28,56,69,37,41,67,20,47,46,15,28,00,87,99,71,56,19,37,01,88,02,02,62,54,37,98,46,58,78,26,29,29,85,98,44,43,39,30
