gt_0,gt_1,gt_2,gt_3,gt_4,gt_5,gt_6,gt_7,gt_8,gt_9,gt_10,gt_11,gt_12,gt_13,gt_14,gt_15,gt_16,gt_17,gt_18,gt_19,gt_20,gt_21,gt_22,gt_23,gt_24,gt_25,gt_26,gt_27,gt_28,gt_29,gt_30,gt_31,gt_32,gt_33,gt_34,gt_35,gt_36,gt_37,gt_38,gt_39,gt_40,gt_41,gt_42,gt_43,gt_44,gt_45,gt_46,gt_47,gt_48,gt_49,gt_50,gt_51,gt_52,gt_53,gt_54,gt_55,gt_56,gt_57,gt_58,gt_59,gt_60,gt_61,gt_62,gt_63,gt_64,gt_65,gt_66,gt_67,gt_68,gt_69,gt_70,gt_71,gt_72,gt_73,gt_74,gt_75,gt_76,gt_77,gt_78,gt_79,gt_80,gt_81,gt_82,gt_83,gt_84,gt_85,gt_86,gt_87,gt_88,gt_89,gt_90,gt_91,gt_92,gt_93,gt_94,gt_95,gt_96,gt_97,gt_98,gt_99,gt_100,gt_101,gt_102,gt_103,gt_104,gt_105,gt_106,gt_107,kq_0,kq_1,kq_2,kq_3,kq_4,kq_5,kq_6,kq_7,kq_8,kq_9,kq_10,kq_11,kq_12,kq_13,kq_14,kq_15,kq_16,kq_17,kq_18,kq_19,kq_20,kq_21,kq_22,kq_23,kq_24,kq_25,kq_26
70,52,55,11,13,30,67,06,35,99,99,69,13,0,48,07,57,35,0,0,93,98,11,22,57,01,11,51,04,92,71,30,23,37,50,06,79,79,98,96,0,43,40,44,93,0,0,74,99,72,87,32,53,83,70,18,59,61,56,09,42,84,64,84,84,47,66,0,83,43,21,98,0,0,28,05,52,87,73,82,20,07,33,49,26,43,25,62,34,74,89,89,11,82,0,07,91,54,08,0,0,76,84,60,95,26,00,01,13,67,38,61,29,75,73,71,26,39,39,75,57,0,77,68,82,89,0,0,12,43,89,53,25,93,04
51,04,92,71,30,23,37,50,06,79,79,98,96,0,43,40,44,93,0,0,74,99,72,87,32,53,83,70,18,59,61,56,09,42,84,64,84,84,47,66,0,83,43,21,98,0,0,28,05,52,87,73,82,20,07,33,49,26,43,25,62,34,74,89,89,11,82,0,07,91,54,08,0,0,76,84,60,95,26,00,01,75,47,63,56,77,65,04,00,10,46,46,50,83,0,89,35,39,77,0,0,44,67,74,72,23,00,11,99,38,29,71,86,38,91,30,99,53,53,68,26,0,20,78,81,38,0,0,22,36,75,81,53,90,48
70,18,59,61,56,09,42,84,64,84,84,47,66,0,83,43,21,98,0,0,28,05,52,87,73,82,20,07,33,49,26,43,25,62,34,74,89,89,11,82,0,07,91,54,08,0,0,76,84,60,95,26,00,01,75,47,63,56,77,65,04,00,10,46,46,50,83,0,89,35,39,77,0,0,44,67,74,72,23,00,11,13,67,38,61,29,75,73,71,26,39,39,75,57,0,77,68,82,89,0,0,12,43,89,53,25,93,04,54,33,30,06,43,09,76,12,02,59,59,28,73,0,68,80,03,69,0,0,06,21,69,98,73,99,83
07,33,49,26,43,25,62,34,74,89,89,11,82,0,07,91,54,08,0,0,76,84,60,95,26,00,01,75,47,63,56,77,65,04,00,10,46,46,50,83,0,89,35,39,77,0,0,44,67,74,72,23,00,11,13,67,38,61,29,75,73,71,26,39,39,75,57,0,77,68,82,89,0,0,12,43,89,53,25,93,04,99,38,29,71,86,38,91,30,99,53,53,68,26,0,20,78,81,38,0,0,22,36,75,81,53,90,48,94,76,89,29,96,06,72,15,84,38,38,85,10,0,14,12,89,81,0,0,70,86,63,35,44,31,27
75,47,63,56,77,65,04,00,10,46,46,50,83,0,89,35,39,77,0,0,44,67,74,72,23,00,11,13,67,38,61,29,75,73,71,26,39,39,75,57,0,77,68,82,89,0,0,12,43,89,53,25,93,04,99,38,29,71,86,38,91,30,99,53,53,68,26,0,20,78,81,38,0,0,22,36,75,81,53,90,48,54,33,30,06,43,09,76,12,02,59,59,28,73,0,68,80,03,69,0,0,06,21,69,98,73,99,83,97,17,75,20,40,26,06,37,42,86,86,10,02,0,50,95,87,73,0,0,44,03,61,86,13,01,56
13,67,38,61,29,75,73,71,26,39,39,75,57,0,77,68,82,89,0,0,12,43,89,53,25,93,04,99,38,29,71,86,38,91,30,99,53,53,68,26,0,20,78,81,38,0,0,22,36,75,81,53,90,48,54,33,30,06,43,09,76,12,02,59,59,28,73,0,68,80,03,69,0,0,06,21,69,98,73,99,83,94,76,89,29,96,06,72,15,84,38,38,85,10,0,14,12,89,81,0,0,70,86,63,35,44,31,27,25,01,93,85,33,57,44,57,71,62,62,93,96,0,56,68,52,50,0,0,79,65,59,73,07,53,76
99,38,29,71,86,38,91,30,99,53,53,68,26,0,20,78,81,38,0,0,22,36,75,81,53,90,48,54,33,30,06,43,09,76,12,02,59,59,28,73,0,68,80,03,69,0,0,06,21,69,98,73,99,83,94,76,89,29,96,06,72,15,84,38,38,85,10,0,14,12,89,81,0,0,70,86,63,35,44,31,27,97,17,75,20,40,26,06,37,42,86,86,10,02,0,50,95,87,73,0,0,44,03,61,86,13,01,56,80,76,47,94,86,36,24,83,69,90,90,70,81,0,96,07,68,61,0,0,02,33,42,70,36,52,38
54,33,30,06,43,09,76,12,02,59,59,28,73,0,68,80,03,69,0,0,06,21,69,98,73,99,83,94,76,89,29,96,06,72,15,84,38,38,85,10,0,14,12,89,81,0,0,70,86,63,35,44,31,27,97,17,75,20,40,26,06,37,42,86,86,10,02,0,50,95,87,73,0,0,44,03,61,86,13,01,56,25,01,93,85,33,57,44,57,71,62,62,93,96,0,56,68,52,50,0,0,79,65,59,73,07,53,76,63,49,90,88,91,64,39,09,84,94,94,14,57,0,19,26,59,63,0,0,08,06,62,14,81,03,96
94,76,89,29,96,06,72,15,84,38,38,85,10,0,14,12,89,81,0,0,70,86,63,35,44,31,27,97,17,75,20,40,26,06,37,42,86,86,10,02,0,50,95,87,73,0,0,44,03,61,86,13,01,56,25,01,93,85,33,57,44,57,71,62,62,93,96,0,56,68,52,50,0,0,79,65,59,73,07,53,76,80,76,47,94,86,36,24,83,69,90,90,70,81,0,96,07,68,61,0,0,02,33,42,70,36,52,38,92,59,18,57,72,46,59,53,42,65,65,26,37,0,17,35,24,71,0,0,89,33,91,57,77,47,48
97,17,75,20,40,26,06,37,42,86,86,10,02,0,50,95,87,73,0,0,44,03,61,86,13,01,56,25,01,93,85,33,57,44,57,71,62,62,93,96,0,56,68,52,50,0,0,79,65,59,73,07,53,76,80,76,47,94,86,36,24,83,69,90,90,70,81,0,96,07,68,61,0,0,02,33,42,70,36,52,38,63,49,90,88,91,64,39,09,84,94,94,14,57,0,19,26,59,63,0,0,08,06,62,14,81,03,96,14,87,63,59,38,51,26,18,18,64,64,47,09,0,66,65,13,11,0,0,95,19,69,28,18,06,05
25,01,93,85,33,57,44,57,71,62,62,93,96,0,56,68,52,50,0,0,79,65,59,73,07,53,76,80,76,47,94,86,36,24,83,69,90,90,70,81,0,96,07,68,61,0,0,02,33,42,70,36,52,38,63,49,90,88,91,64,39,09,84,94,94,14,57,0,19,26,59,63,0,0,08,06,62,14,81,03,96,92,59,18,57,72,46,59,53,42,65,65,26,37,0,17,35,24,71,0,0,89,33,91,57,77,47,48,92,97,65,28,83,42,59,51,15,25,25,06,78,0,38,01,89,74,0,0,98,29,80,55,26,21,77
80,76,47,94,86,36,24,83,69,90,90,70,81,0,96,07,68,61,0,0,02,33,42,70,36,52,38,63,49,90,88,91,64,39,09,84,94,94,14,57,0,19,26,59,63,0,0,08,06,62,14,81,03,96,92,59,18,57,72,46,59,53,42,65,65,26,37,0,17,35,24,71,0,0,89,33,91,57,77,47,48,14,87,63,59,38,51,26,18,18,64,64,47,09,0,66,65,13,11,0,0,95,19,69,28,18,06,05,05,61,10,20,10,30,19,10,96,11,11,86,85,0,89,60,01,55,0,0,66,49,97,68,23,40,59
63,49,90,88,91,64,39,09,84,94,94,14,57,0,19,26,59,63,0,0,08,06,62,14,81,03,96,92,59,18,57,72,46,59,53,42,65,65,26,37,0,17,35,24,71,0,0,89,33,91,57,77,47,48,14,87,63,59,38,51,26,18,18,64,64,47,09,0,66,65,13,11,0,0,95,19,69,28,18,06,05,92,97,65,28,83,42,59,51,15,25,25,06,78,0,38,01,89,74,0,0,98,29,80,55,26,21,77,23,29,28,71,47,18,94,71,22,92,92,88,99,0,25,25,98,10,0,0,60,72,80,80,75,23,85
92,59,18,57,72,46,59,53,42,65,65,26,37,0,17,35,24,71,0,0,89,33,91,57,77,47,48,14,87,63,59,38,51,26,18,18,64,64,47,09,0,66,65,13,11,0,0,95,19,69,28,18,06,05,92,97,65,28,83,42,59,51,15,25,25,06,78,0,38,01,89,74,0,0,98,29,80,55,26,21,77,05,61,10,20,10,30,19,10,96,11,11,86,85,0,89,60,01,55,0,0,66,49,97,68,23,40,59,75,42,90,73,06,32,77,18,07,75,75,59,09,0,63,61,67,43,0,0,33,94,64,47,78,32,58
14,87,63,59,38,51,26,18,18,64,64,47,09,0,66,65,13,11,0,0,95,19,69,28,18,06,05,92,97,65,28,83,42,59,51,15,25,25,06,78,0,38,01,89,74,0,0,98,29,80,55,26,21,77,05,61,10,20,10,30,19,10,96,11,11,86,85,0,89,60,01,55,0,0,66,49,97,68,23,40,59,23,29,28,71,47,18,94,71,22,92,92,88,99,0,25,25,98,10,0,0,60,72,80,80,75,23,85,31,05,56,96,20,14,26,76,65,60,60,47,06,0,59,97,63,89,0,0,08,90,57,25,45,88,13
92,97,65,28,83,42,59,51,15,25,25,06,78,0,38,01,89,74,0,0,98,29,80,55,26,21,77,05,61,10,20,10,30,19,10,96,11,11,86,85,0,89,60,01,55,0,0,66,49,97,68,23,40,59,23,29,28,71,47,18,94,71,22,92,92,88,99,0,25,25,98,10,0,0,60,72,80,80,75,23,85,75,42,90,73,06,32,77,18,07,75,75,59,09,0,63,61,67,43,0,0,33,94,64,47,78,32,58,92,28,42,86,64,09,67,62,83,52,52,86,14,0,69,75,73,53,0,0,36,01,17,99,03,48,93
05,61,10,20,10,30,19,10,96,11,11,86,85,0,89,60,01,55,0,0,66,49,97,68,23,40,59,23,29,28,71,47,18,94,71,22,92,92,88,99,0,25,25,98,10,0,0,60,72,80,80,75,23,85,75,42,90,73,06,32,77,18,07,75,75,59,09,0,63,61,67,43,0,0,33,94,64,47,78,32,58,31,05,56,96,20,14,26,76,65,60,60,47,06,0,59,97,63,89,0,0,08,90,57,25,45,88,13,22,86,74,86,11,88,92,53,25,11,11,62,54,0,99,87,86,25,0,0,94,42,61,77,32,58,73
23,29,28,71,47,18,94,71,22,92,92,88,99,0,25,25,98,10,0,0,60,72,80,80,75,23,85,75,42,90,73,06,32,77,18,07,75,75,59,09,0,63,61,67,43,0,0,33,94,64,47,78,32,58,31,05,56,96,20,14,26,76,65,60,60,47,06,0,59,97,63,89,0,0,08,90,57,25,45,88,13,92,28,42,86,64,09,67,62,83,52,52,86,14,0,69,75,73,53,0,0,36,01,17,99,03,48,93,52,94,02,92,69,53,58,01,18,31,31,55,66,0,57,65,63,14,0,0,99,79,53,95,14,16,90
75,42,90,73,06,32,77,18,07,75,75,59,09,0,63,61,67,43,0,0,33,94,64,47,78,32,58,31,05,56,96,20,14,26,76,65,60,60,47,06,0,59,97,63,89,0,0,08,90,57,25,45,88,13,92,28,42,86,64,09,67,62,83,52,52,86,14,0,69,75,73,53,0,0,36,01,17,99,03,48,93,22,86,74,86,11,88,92,53,25,11,11,62,54,0,99,87,86,25,0,0,94,42,61,77,32,58,73,59,76,31,46,15,15,24,39,87,17,17,31,61,0,65,13,50,25,0,0,91,85,54,34,57,33,01
31,05,56,96,20,14,26,76,65,60,60,47,06,0,59,97,63,89,0,0,08,90,57,25,45,88,13,92,28,42,86,64,09,67,62,83,52,52,86,14,0,69,75,73,53,0,0,36,01,17,99,03,48,93,22,86,74,86,11,88,92,53,25,11,11,62,54,0,99,87,86,25,0,0,94,42,61,77,32,58,73,52,94,02,92,69,53,58,01,18,31,31,55,66,0,57,65,63,14,0,0,99,79,53,95,14,16,90,34,19,93,88,20,09,98,64,42,86,86,02,20,0,60,27,58,35,0,0,45,58,43,17,61,63,20
92,28,42,86,64,09,67,62,83,52,52,86,14,0,69,75,73,53,0,0,36,01,17,99,03,48,93,22,86,74,86,11,88,92,53,25,11,11,62,54,0,99,87,86,25,0,0,94,42,61,77,32,58,73,52,94,02,92,69,53,58,01,18,31,31,55,66,0,57,65,63,14,0,0,99,79,53,95,14,16,90,59,76,31,46,15,15,24,39,87,17,17,31,61,0,65,13,50,25,0,0,91,85,54,34,57,33,01,41,23,86,49,22,47,88,15,83,46,46,29,51,0,45,02,06,99,0,0,30,07,68,51,18,96,26
22,86,74,86,11,88,92,53,25,11,11,62,54,0,99,87,86,25,0,0,94,42,61,77,32,58,73,52,94,02,92,69,53,58,01,18,31,31,55,66,0,57,65,63,14,0,0,99,79,53,95,14,16,90,59,76,31,46,15,15,24,39,87,17,17,31,61,0,65,13,50,25,0,0,91,85,54,34,57,33,01,34,19,93,88,20,09,98,64,42,86,86,02,20,0,60,27,58,35,0,0,45,58,43,17,61,63,20,42,91,06,14,12,92,70,69,61,18,18,98,37,0,39,83,55,50,0,0,96,07,89,87,35,62,00
52,94,02,92,69,53,58,01,18,31,31,55,66,0,57,65,63,14,0,0,99,79,53,95,14,16,90,59,76,31,46,15,15,24,39,87,17,17,31,61,0,65,13,50,25,0,0,91,85,54,34,57,33,01,34,19,93,88,20,09,98,64,42,86,86,02,20,0,60,27,58,35,0,0,45,58,43,17,61,63,20,41,23,86,49,22,47,88,15,83,46,46,29,51,0,45,02,06,99,0,0,30,07,68,51,18,96,26,09,34,37,61,53,81,66,44,75,93,93,55,87,0,00,71,87,80,0,0,05,29,46,78,31,85,02
59,76,31,46,15,15,24,39,87,17,17,31,61,0,65,13,50,25,0,0,91,85,54,34,57,33,01,34,19,93,88,20,09,98,64,42,86,86,02,20,0,60,27,58,35,0,0,45,58,43,17,61,63,20,41,23,86,49,22,47,88,15,83,46,46,29,51,0,45,02,06,99,0,0,30,07,68,51,18,96,26,42,91,06,14,12,92,70,69,61,18,18,98,37,0,39,83,55,50,0,0,96,07,89,87,35,62,00,00,80,42,10,81,63,45,38,26,08,08,48,02,0,64,48,68,62,0,0,84,26,38,46,14,40,58
34,19,93,88,20,09,98,64,42,86,86,02,20,0,60,27,58,35,0,0,45,58,43,17,61,63,20,41,23,86,49,22,47,88,15,83,46,46,29,51,0,45,02,06,99,0,0,30,07,68,51,18,96,26,42,91,06,14,12,92,70,69,61,18,18,98,37,0,39,83,55,50,0,0,96,07,89,87,35,62,00,09,34,37,61,53,81,66,44,75,93,93,55,87,0,00,71,87,80,0,0,05,29,46,78,31,85,02,56,22,24,14,38,45,47,55,18,82,82,41,68,0,49,87,71,26,0,0,38,46,68,78,87,97,22
41,23,86,49,22,47,88,15,83,46,46,29,51,0,45,02,06,99,0,0,30,07,68,51,18,96,26,42,91,06,14,12,92,70,69,61,18,18,98,37,0,39,83,55,50,0,0,96,07,89,87,35,62,00,09,34,37,61,53,81,66,44,75,93,93,55,87,0,00,71,87,80,0,0,05,29,46,78,31,85,02,00,80,42,10,81,63,45,38,26,08,08,48,02,0,64,48,68,62,0,0,84,26,38,46,14,40,58,14,44,25,90,72,26,17,69,17,28,28,09,27,0,99,93,87,21,0,0,28,20,17,56,70,60,10
42,91,06,14,12,92,70,69,61,18,18,98,37,0,39,83,55,50,0,0,96,07,89,87,35,62,00,09,34,37,61,53,81,66,44,75,93,93,55,87,0,00,71,87,80,0,0,05,29,46,78,31,85,02,00,80,42,10,81,63,45,38,26,08,08,48,02,0,64,48,68,62,0,0,84,26,38,46,14,40,58,56,22,24,14,38,45,47,55,18,82,82,41,68,0,49,87,71,26,0,0,38,46,68,78,87,97,22,24,06,78,09,17,00,09,08,25,20,20,14,56,0,77,29,91,55,0,0,98,00,27,62,33,43,69
09,34,37,61,53,81,66,44,75,93,93,55,87,0,00,71,87,80,0,0,05,29,46,78,31,85,02,00,80,42,10,81,63,45,38,26,08,08,48,02,0,64,48,68,62,0,0,84,26,38,46,14,40,58,56,22,24,14,38,45,47,55,18,82,82,41,68,0,49,87,71,26,0,0,38,46,68,78,87,97,22,14,44,25,90,72,26,17,69,17,28,28,09,27,0,99,93,87,21,0,0,28,20,17,56,70,60,10,84,29,77,62,30,31,32,61,42,45,45,85,57,0,63,57,80,32,0,0,35,57,03,60,54,77,52
00,80,42,10,81,63,45,38,26,08,08,48,02,0,64,48,68,62,0,0,84,26,38,46,14,40,58,56,22,24,14,38,45,47,55,18,82,82,41,68,0,49,87,71,26,0,0,38,46,68,78,87,97,22,14,44,25,90,72,26,17,69,17,28,28,09,27,0,99,93,87,21,0,0,28,20,17,56,70,60,10,24,06,78,09,17,00,09,08,25,20,20,14,56,0,77,29,91,55,0,0,98,00,27,62,33,43,69,00,49,73,92,20,76,37,56,50,37,37,21,79,0,75,66,67,48,0,0,37,16,39,19,02,55,18
56,22,24,14,38,45,47,55,18,82,82,41,68,0,49,87,71,26,0,0,38,46,68,78,87,97,22,14,44,25,90,72,26,17,69,17,28,28,09,27,0,99,93,87,21,0,0,28,20,17,56,70,60,10,24,06,78,09,17,00,09,08,25,20,20,14,56,0,77,29,91,55,0,0,98,00,27,62,33,43,69,84,29,77,62,30,31,32,61,42,45,45,85,57,0,63,57,80,32,0,0,35,57,03,60,54,77,52,65,86,98,23,57,79,08,79,93,52,52,19,26,0,37,09,50,31,0,0,28,59,94,50,21,95,70
14,44,25,90,72,26,17,69,17,28,28,09,27,0,99,93,87,21,0,0,28,20,17,56,70,60,10,24,06,78,09,17,00,09,08,25,20,20,14,56,0,77,29,91,55,0,0,98,00,27,62,33,43,69,84,29,77,62,30,31,32,61,42,45,45,85,57,0,63,57,80,32,0,0,35,57,03,60,54,77,52,00,49,73,92,20,76,37,56,50,37,37,21,79,0,75,66,67,48,0,0,37,16,39,19,02,55,18,99,77,36,35,08,19,76,97,10,71,71,69,87,0,27,17,01,46,0,0,20,38,15,04,61,12,46
24,06,78,09,17,00,09,08,25,20,20,14,56,0,77,29,91,55,0,0,98,00,27,62,33,43,69,84,29,77,62,30,31,32,61,42,45,45,85,57,0,63,57,80,32,0,0,35,57,03,60,54,77,52,00,49,73,92,20,76,37,56,50,37,37,21,79,0,75,66,67,48,0,0,37,16,39,19,02,55,18,65,86,98,23,57,79,08,79,93,52,52,19,26,0,37,09,50,31,0,0,28,59,94,50,21,95,70,49,39,75,33,78,09,38,60,38,22,22,69,27,0,37,30,36,20,0,0,26,37,90,89,86,02,97
84,29,77,62,30,31,32,61,42,45,45,85,57,0,63,57,80,32,0,0,35,57,03,60,54,77,52,00,49,73,92,20,76,37,56,50,37,37,21,79,0,75,66,67,48,0,0,37,16,39,19,02,55,18,65,86,98,23,57,79,08,79,93,52,52,19,26,0,37,09,50,31,0,0,28,59,94,50,21,95,70,99,77,36,35,08,19,76,97,10,71,71,69,87,0,27,17,01,46,0,0,20,38,15,04,61,12,46,44,18,70,90,81,26,42,95,55,58,58,96,20,0,97,66,59,94,0,0,24,04,84,17,66,99,68
00,49,73,92,20,76,37,56,50,37,37,21,79,0,75,66,67,48,0,0,37,16,39,19,02,55,18,65,86,98,23,57,79,08,79,93,52,52,19,26,0,37,09,50,31,0,0,28,59,94,50,21,95,70,99,77,36,35,08,19,76,97,10,71,71,69,87,0,27,17,01,46,0,0,20,38,15,04,61,12,46,49,39,75,33,78,09,38,60,38,22,22,69,27,0,37,30,36,20,0,0,26,37,90,89,86,02,97,50,98,81,49,24,82,35,72,80,59,59,07,57,0,77,03,75,55,0,0,62,96,85,59,95,05,85
65,86,98,23,57,79,08,79,93,52,52,19,26,0,37,09,50,31,0,0,28,59,94,50,21,95,70,99,77,36,35,08,19,76,97,10,71,71,69,87,0,27,17,01,46,0,0,20,38,15,04,61,12,46,49,39,75,33,78,09,38,60,38,22,22,69,27,0,37,30,36,20,0,0,26,37,90,89,86,02,97,44,18,70,90,81,26,42,95,55,58,58,96,20,0,97,66,59,94,0,0,24,04,84,17,66,99,68,88,02,27,23,89,15,09,95,68,96,96,78,47,0,77,22,01,11,0,0,52,38,53,81,30,77,55
99,77,36,35,08,19,76,97,10,71,71,69,87,0,27,17,01,46,0,0,20,38,15,04,61,12,46,49,39,75,33,78,09,38,60,38,22,22,69,27,0,37,30,36,20,0,0,26,37,90,89,86,02,97,44,18,70,90,81,26,42,95,55,58,58,96,20,0,97,66,59,94,0,0,24,04,84,17,66,99,68,50,98,81,49,24,82,35,72,80,59,59,07,57,0,77,03,75,55,0,0,62,96,85,59,95,05,85,06,77,14,53,21,48,08,66,29,93,93,82,33,0,45,71,70,09,0,0,04,06,22,95,87,78,16
49,39,75,33,78,09,38,60,38,22,22,69,27,0,37,30,36,20,0,0,26,37,90,89,86,02,97,44,18,70,90,81,26,42,95,55,58,58,96,20,0,97,66,59,94,0,0,24,04,84,17,66,99,68,50,98,81,49,24,82,35,72,80,59,59,07,57,0,77,03,75,55,0,0,62,96,85,59,95,05,85,88,02,27,23,89,15,09,95,68,96,96,78,47,0,77,22,01,11,0,0,52,38,53,81,30,77,55,70,87,34,21,56,89,35,94,98,73,73,79,46,0,81,62,81,95,0,0,34,09,71,96,88,51,03
44,18,70,90,81,26,42,95,55,58,58,96,20,0,97,66,59,94,0,0,24,04,84,17,66,99,68,50,98,81,49,24,82,35,72,80,59,59,07,57,0,77,03,75,55,0,0,62,96,85,59,95,05,85,88,02,27,23,89,15,09,95,68,96,96,78,47,0,77,22,01,11,0,0,52,38,53,81,30,77,55,06,77,14,53,21,48,08,66,29,93,93,82,33,0,45,71,70,09,0,0,04,06,22,95,87,78,16,15,20,05,31,39,74,44,81,51,16,16,80,48,0,79,46,99,18,0,0,25,60,23,38,44,98,22
50,98,81,49,24,82,35,72,80,59,59,07,57,0,77,03,75,55,0,0,62,96,85,59,95,05,85,88,02,27,23,89,15,09,95,68,96,96,78,47,0,77,22,01,11,0,0,52,38,53,81,30,77,55,06,77,14,53,21,48,08,66,29,93,93,82,33,0,45,71,70,09,0,0,04,06,22,95,87,78,16,70,87,34,21,56,89,35,94,98,73,73,79,46,0,81,62,81,95,0,0,34,09,71,96,88,51,03,03,23,23,34,75,03,80,02,63,11,11,19,01,0,64,23,19,47,0,0,22,71,62,04,91,62,77
88,02,27,23,89,15,09,95,68,96,96,78,47,0,77,22,01,11,0,0,52,38,53,81,30,77,55,06,77,14,53,21,48,08,66,29,93,93,82,33,0,45,71,70,09,0,0,04,06,22,95,87,78,16,70,87,34,21,56,89,35,94,98,73,73,79,46,0,81,62,81,95,0,0,34,09,71,96,88,51,03,15,20,05,31,39,74,44,81,51,16,16,80,48,0,79,46,99,18,0,0,25,60,23,38,44,98,22,75,47,06,19,75,98,89,21,78,66,66,29,48,0,28,59,32,38,0,0,87,63,22,06,23,59,65
06,77,14,53,21,48,08,66,29,93,93,82,33,0,45,71,70,09,0,0,04,06,22,95,87,78,16,70,87,34,21,56,89,35,94,98,73,73,79,46,0,81,62,81,95,0,0,34,09,71,96,88,51,03,15,20,05,31,39,74,44,81,51,16,16,80,48,0,79,46,99,18,0,0,25,60,23,38,44,98,22,03,23,23,34,75,03,80,02,63,11,11,19,01,0,64,23,19,47,0,0,22,71,62,04,91,62,77,41,05,54,32,32,37,10,10,06,61,61,88,01,0,92,40,56,35,0,0,17,84,78,73,60,74,17
70,87,34,21,56,89,35,94,98,73,73,79,46,0,81,62,81,95,0,0,34,09,71,96,88,51,03,15,20,05,31,39,74,44,81,51,16,16,80,48,0,79,46,99,18,0,0,25,60,23,38,44,98,22,03,23,23,34,75,03,80,02,63,11,11,19,01,0,64,23,19,47,0,0,22,71,62,04,91,62,77,75,47,06,19,75,98,89,21,78,66,66,29,48,0,28,59,32,38,0,0,87,63,22,06,23,59,65,27,96,55,48,65,71,67,29,54,71,71,87,99,0,89,35,75,28,0,0,03,24,47,17,84,35,63
15,20,05,31,39,74,44,81,51,16,16,80,48,0,79,46,99,18,0,0,25,60,23,38,44,98,22,03,23,23,34,75,03,80,02,63,11,11,19,01,0,64,23,19,47,0,0,22,71,62,04,91,62,77,75,47,06,19,75,98,89,21,78,66,66,29,48,0,28,59,32,38,0,0,87,63,22,06,23,59,65,41,05,54,32,32,37,10,10,06,61,61,88,01,0,92,40,56,35,0,0,17,84,78,73,60,74,17,09,76,80,96,24,85,47,93,09,40,40,60,97,0,74,21,17,18,0,0,71,26,96,04,40,19,56
03,23,23,34,75,03,80,02,63,11,11,19,01,0,64,23,19,47,0,0,22,71,62,04,91,62,77,75,47,06,19,75,98,89,21,78,66,66,29,48,0,28,59,32,38,0,0,87,63,22,06,23,59,65,41,05,54,32,32,37,10,10,06,61,61,88,01,0,92,40,56,35,0,0,17,84,78,73,60,74,17,27,96,55,48,65,71,67,29,54,71,71,87,99,0,89,35,75,28,0,0,03,24,47,17,84,35,63,30,15,63,16,81,08,68,91,79,12,12,58,06,0,25,05,88,83,0,0,60,24,88,48,04,22,53
75,47,06,19,75,98,89,21,78,66,66,29,48,0,28,59,32,38,0,0,87,63,22,06,23,59,65,41,05,54,32,32,37,10,10,06,61,61,88,01,0,92,40,56,35,0,0,17,84,78,73,60,74,17,27,96,55,48,65,71,67,29,54,71,71,87,99,0,89,35,75,28,0,0,03,24,47,17,84,35,63,09,76,80,96,24,85,47,93,09,40,40,60,97,0,74,21,17,18,0,0,71,26,96,04,40,19,56,21,39,04,87,20,29,00,12,58,45,45,06,85,0,91,24,77,19,0,0,23,03,71,21,70,39,79
41,05,54,32,32,37,10,10,06,61,61,88,01,0,92,40,56,35,0,0,17,84,78,73,60,74,17,27,96,55,48,65,71,67,29,54,71,71,87,99,0,89,35,75,28,0,0,03,24,47,17,84,35,63,09,76,80,96,24,85,47,93,09,40,40,60,97,0,74,21,17,18,0,0,71,26,96,04,40,19,56,30,15,63,16,81,08,68,91,79,12,12,58,06,0,25,05,88,83,0,0,60,24,88,48,04,22,53,44,97,20,93,98,38,89,72,58,85,85,95,43,0,36,93,58,44,0,0,51,53,22,14,36,40,91
27,96,55,48,65,71,67,29,54,71,71,87,99,0,89,35,75,28,0,0,03,24,47,17,84,35,63,09,76,80,96,24,85,47,93,09,40,40,60,97,0,74,21,17,18,0,0,71,26,96,04,40,19,56,30,15,63,16,81,08,68,91,79,12,12,58,06,0,25,05,88,83,0,0,60,24,88,48,04,22,53,21,39,04,87,20,29,00,12,58,45,45,06,85,0,91,24,77,19,0,0,23,03,71,21,70,39,79,26,34,09,86,26,00,58,77,21,89,89,55,46,0,46,24,03,23,0,0,27,29,25,33,36,41,74
09,76,80,96,24,85,47,93,09,40,40,60,97,0,74,21,17,18,0,0,71,26,96,04,40,19,56,30,15,63,16,81,08,68,91,79,12,12,58,06,0,25,05,88,83,0,0,60,24,88,48,04,22,53,21,39,04,87,20,29,00,12,58,45,45,06,85,0,91,24,77,19,0,0,23,03,71,21,70,39,79,44,97,20,93,98,38,89,72,58,85,85,95,43,0,36,93,58,44,0,0,51,53,22,14,36,40,91,55,22,51,44,99,46,57,64,41,00,00,38,58,0,52,72,43,93,0,0,49,02,88,98,07,03,34
30,15,63,16,81,08,68,91,79,12,12,58,06,0,25,05,88,83,0,0,60,24,88,48,04,22,53,21,39,04,87,20,29,00,12,58,45,45,06,85,0,91,24,77,19,0,0,23,03,71,21,70,39,79,44,97,20,93,98,38,89,72,58,85,85,95,43,0,36,93,58,44,0,0,51,53,22,14,36,40,91,26,34,09,86,26,00,58,77,21,89,89,55,46,0,46,24,03,23,0,0,27,29,25,33,36,41,74,28,58,30,70,51,21,38,40,73,12,12,31,17,0,10,80,55,81,0,0,35,10,84,54,57,83,56
